D s LL
0.01 0 -984.349553688339
0.02 0 -987.858777837722
0.05 0 -989.262249531084
0.01 0.01 -918.870168595688
0.02 0.01 -913.160818869578
0.05 0.01 -915.97682042433
0.01 0.02 -1465.46227201975
0.02 0.02 -1277.36514248285
0.05 0.02 -1144.42944181667
0.01 0.03 -2413.55523101109
0.02 0.03 -2456.58150230356
0.05 0.03 -2415.58816852797
0.01 0.04 -2860.33469572165
0.02 0.04 -3009.64395726483
0.05 0.04 -3033.65254613904
0.01 0.05 -3489.0681548807
0.02 0.05 -3721.9436457689
0.05 0.05 -3740.42114701482
0.01 0.06 -4006.34597563371
0.02 0.06 -4321.36932222245
0.05 0.06 -4429.74410431948
0.01 0.07 -4485.28341972988
0.02 0.07 -4761.31299645885
0.05 0.07 -4929.7906171782
0.01 0.08 -4821.46605181525
0.02 0.08 -5100.39990533512
0.05 0.08 -5120.44347652188
0.01 0.09 -5106.40878020164
0.02 0.09 -5283.52577021068
0.05 0.09 -5246.2488753732
0.01 0.1 -5301.87977552007
0.02 0.1 -5449.27936582091
0.05 0.1 -5430.75619012245
