D s LL
0.01 0 -22.6944749889961
0.02 0 -21.0158783624126
0.05 0 -21.0841814917172
0.01 0.01 -22.2232211416894
0.02 0.01 -20.5062858256657
0.05 0.01 -20.5852246832794
0.01 0.02 -21.7404520388808
0.02 0.02 -19.9848187725231
0.05 0.02 -20.0738620526945
0.01 0.03 -21.246309086142
0.02 0.03 -19.4519052040554
0.05 0.03 -19.5503531032065
0.01 0.04 -20.7410566316024
0.02 0.04 -18.9081313812259
0.05 0.04 -19.0151070341012
0.01 0.05 -20.2250907296191
0.02 0.05 -18.3542520496582
0.05 0.05 -18.4686966649623
0.01 0.06 -19.6989463434035
0.02 0.06 -17.7911991523806
0.05 0.06 -17.9118719006407
0.01 0.07 -19.1633026648922
0.02 0.07 -17.2200886819745
0.05 0.07 -17.3455724630533
0.01 0.08 -18.6189862691514
0.02 0.08 -16.6422253294832
0.05 0.08 -16.7709395809669
0.01 0.09 -18.0669718845292
0.02 0.09 -16.0591046116838
0.05 0.09 -16.1893262959092
0.01 0.1 -17.5083806498802
0.02 0.1 -15.4724122040161
0.05 0.1 -15.6023060140371
