D s LL
0.01 0 -494.33410988421
0.02 0 -494.33410988421
0.05 0 -494.33410988421
0.01 0.01 -494.33410988421
0.02 0.01 -494.33410988421
0.05 0.01 -494.33410988421
0.01 0.02 -494.33410988421
0.02 0.02 -494.33410988421
0.05 0.02 -494.33410988421
0.01 0.03 -494.33410988421
0.02 0.03 -494.33410988421
0.05 0.03 -494.33410988421
0.01 0.04 -494.357696436051
0.02 0.04 -494.33410988421
0.05 0.04 -494.33410988421
0.01 0.05 -494.499491641885
0.02 0.05 -494.33410988421
0.05 0.05 -494.33410988421
0.01 0.06 -494.653228711885
0.02 0.06 -494.33410988421
0.05 0.06 -494.33410988421
0.01 0.07 -494.819849792544
0.02 0.07 -494.33410988421
0.05 0.07 -494.33410988421
0.01 0.08 -495.000376842246
0.02 0.08 -494.421747117647
0.05 0.08 -494.33410988421
0.01 0.09 -495.195918655912
0.02 0.09 -494.568810759432
0.05 0.09 -494.33410988421
0.01 0.1 -495.407678512569
0.02 0.1 -494.728260835181
0.05 0.1 -494.33410988421
