D s LL
0.01 0 -446.756940309174
0.02 0 -446.756940309174
0.05 0 -446.756940309174
0.01 0.01 -446.756940309174
0.02 0.01 -446.756940309174
0.05 0.01 -446.756940309174
0.01 0.02 -446.756940309174
0.02 0.02 -446.756940309174
0.05 0.02 -446.756940309174
0.01 0.03 -446.756940309174
0.02 0.03 -446.756940309174
0.05 0.03 -446.756940309174
0.01 0.04 -446.73479136808
0.02 0.04 -446.756940309174
0.05 0.04 -446.756940309174
0.01 0.05 -446.59225498937
0.02 0.05 -446.756940309174
0.05 0.05 -446.756940309174
0.01 0.06 -446.456797253909
0.02 0.06 -446.756940309174
0.05 0.06 -446.756940309174
0.01 0.07 -446.328863442784
0.02 0.07 -446.756940309174
0.05 0.07 -446.756940309174
0.01 0.08 -446.208929032894
0.02 0.08 -446.678527658808
0.05 0.08 -446.756940309174
0.01 0.09 -446.097501825073
0.02 0.09 -446.538503972721
0.05 0.09 -446.756940309174
0.01 0.1 -445.995124223282
0.02 0.1 -446.405727150842
0.05 0.1 -446.756940309174
