D s LL
0.01 0 -922.116915688214
0.02 0 -922.116915688214
0.05 0 -922.116915688214
0.01 0.01 -922.116915688214
0.02 0.01 -922.116915688214
0.05 0.01 -922.116915688214
0.01 0.02 -922.116915688214
0.02 0.02 -922.116915688214
0.05 0.02 -922.116915688214
0.01 0.03 -922.116915688214
0.02 0.03 -922.116915688214
0.05 0.03 -922.116915688214
0.01 0.04 -922.337044477788
0.02 0.04 -922.116915688214
0.05 0.04 -922.116915688214
0.01 0.05 -923.050720176022
0.02 0.05 -922.116915688214
0.05 0.05 -922.116915688214
0.01 0.06 -923.895693741456
0.02 0.06 -922.118283736995
0.05 0.06 -922.116915688214
0.01 0.07 -924.899918866158
0.02 0.07 -922.381500820749
0.05 0.07 -922.116915688214
0.01 0.08 -926.097857311742
0.02 0.08 -923.050105547872
0.05 0.08 -922.116915688214
0.01 0.09 -927.58959922488
0.02 0.09 -923.974664302936
0.05 0.09 -922.116915688214
0.01 0.1 -929.598768040707
0.02 0.1 -925.215565775095
0.05 0.1 -922.147029036308
