D s LL
0.01 0 -22.0671240194156
0.02 0 -22.0671240194156
0.05 0 -22.0671240194156
0.01 0.01 -21.8297479636472
0.02 0.01 -21.7070943087164
0.05 0.01 -22.0414295719958
0.01 0.02 -21.2836701551738
0.02 0.02 -21.1670618813677
0.05 0.02 -21.3318374077556
0.01 0.03 -20.7462925752912
0.02 0.03 -20.638255395531
0.05 0.03 -20.5057877835616
0.01 0.04 -20.2272469808526
0.02 0.04 -19.8573445430521
0.05 0.04 -19.7012759841025
0.01 0.05 -19.7472904647724
0.02 0.05 -19.106364431118
0.05 0.05 -18.9351316419853
0.01 0.06 -19.3527921090817
0.02 0.06 -18.4586774996829
0.05 0.06 -18.1774710948968
0.01 0.07 -19.0084114826183
0.02 0.07 -18.026396738112
0.05 0.07 -17.4045537236426
0.01 0.08 -18.9432716464451
0.02 0.08 -18.0498822952372
0.05 0.08 -16.9129490362996
0.01 0.09 -19.7993060976503
0.02 0.09 -19.0339841760605
0.05 0.09 -16.9874668223152
0.01 0.1 -22.358063485186
0.02 0.1 -21.9811735385713
0.05 0.1 -18.1955685852999
