D s LL
0.01 0 -21.5038662161664
0.02 0 -21.4075325331813
0.05 0 -22.1424481941561
0.01 0.01 -20.955345313792
0.02 0.01 -20.66145433418
0.05 0.01 -21.6808502997225
0.01 0.02 -19.6897003206761
0.02 0.02 -19.0616766150333
0.05 0.02 -20.2108735388479
0.01 0.03 -18.1108236186289
0.02 0.03 -17.2262161807334
0.05 0.03 -18.1584278082389
0.01 0.04 -16.5922546739876
0.02 0.04 -15.2733409594795
0.05 0.04 -16.1680339553193
0.01 0.05 -14.8023051648754
0.02 0.05 -13.4711020868782
0.05 0.05 -14.2940618271342
0.01 0.06 -13.1969845226113
0.02 0.06 -11.9789181472139
0.05 0.06 -12.6497331800841
0.01 0.07 -12.2256791960161
0.02 0.07 -11.1890303662744
0.05 0.07 -11.4886620265029
0.01 0.08 -12.9679406850632
0.02 0.08 -12.2156840888708
0.05 0.08 -11.439795002495
0.01 0.09 -17.8750936610665
0.02 0.09 -18.3891462976231
0.05 0.09 -14.2598087318139
0.01 0.1 -29.9936527680349
0.02 0.1 -34.440232331373
0.05 0.1 -24.6475422342501
