D s LL
0.01 0 -255.890345760391
0.02 0 -255.890345760391
0.05 0 -255.890345760391
0.01 0.01 -255.890345760391
0.02 0.01 -255.890345760391
0.05 0.01 -255.890345760391
0.01 0.02 -255.890345760391
0.02 0.02 -255.890345760391
0.05 0.02 -255.890345760391
0.01 0.03 -255.890345760391
0.02 0.03 -255.890345760391
0.05 0.03 -255.890345760391
0.01 0.04 -255.888226719472
0.02 0.04 -255.890345760391
0.05 0.04 -255.890345760391
0.01 0.05 -255.855441777837
0.02 0.05 -255.890345760391
0.05 0.05 -255.890345760391
0.01 0.06 -255.823355333591
0.02 0.06 -255.890345760391
0.05 0.06 -255.890345760391
0.01 0.07 -255.791985605735
0.02 0.07 -255.890345760391
0.05 0.07 -255.890345760391
0.01 0.08 -255.761351303737
0.02 0.08 -255.883974757535
0.05 0.08 -255.890345760391
0.01 0.09 -255.731471641077
0.02 0.09 -255.851293405798
0.05 0.09 -255.890345760391
0.01 0.1 -255.702366349155
0.02 0.1 -255.819313266204
0.05 0.1 -255.890345760391
