D s LL
0.01 0 -12.0408273537243
0.02 0 -12.0408273537243
0.05 0 -12.0408273537243
0.01 0.01 -12.0408273537243
0.02 0.01 -12.0408273537243
0.05 0.01 -12.0408273537243
0.01 0.02 -12.0408273537243
0.02 0.02 -12.0408273537243
0.05 0.02 -12.0408273537243
0.01 0.03 -12.0408273537243
0.02 0.03 -12.0408273537243
0.05 0.03 -12.0408273537243
0.01 0.04 -12.0408273537243
0.02 0.04 -12.0408273537243
0.05 0.04 -12.0408273537243
0.01 0.05 -12.0408273537243
0.02 0.05 -12.0408273537243
0.05 0.05 -12.0408273537243
0.01 0.06 -12.0408273537243
0.02 0.06 -12.0408273537243
0.05 0.06 -12.0408273537243
0.01 0.07 -12.0408273537243
0.02 0.07 -12.0408273537243
0.05 0.07 -12.0408273537243
0.01 0.08 -12.0408273537243
0.02 0.08 -12.0408273537243
0.05 0.08 -12.0408273537243
0.01 0.09 -12.0408273537243
0.02 0.09 -12.0408273537243
0.05 0.09 -12.0408273537243
0.01 0.1 -12.0408273537243
0.02 0.1 -12.0408273537243
0.05 0.1 -12.0408273537243
