D s LL
0.01 0 -460.07416864485
0.02 0 -461.658195746876
0.05 0 -466.739675202843
0.01 0.01 -383.381727259023
0.02 0.01 -359.68315549409
0.05 0.01 -352.272139816092
0.01 0.02 -1156.25627098833
0.02 0.02 -1101.63653750165
0.05 0.02 -742.129542058897
0.01 0.03 -1940.36278775054
0.02 0.03 -2077.43042083638
0.05 0.03 -1974.25219557002
0.01 0.04 -2165.27055309479
0.02 0.04 -2307.03073892585
0.05 0.04 -2401.47499677172
0.01 0.05 -2408.83847291228
0.02 0.05 -2645.19140810374
0.05 0.05 -2695.8344795119
0.01 0.06 -2625.37150302421
0.02 0.06 -2848.83946882042
0.05 0.06 -2865.16721350321
0.01 0.07 -2776.58931743712
0.02 0.07 -2973.06051631655
0.05 0.07 -2968.95315901975
0.01 0.08 -2921.87592733793
0.02 0.08 -3010.70081248625
0.05 0.08 -3011.98677804164
0.01 0.09 -2985.83014258933
0.02 0.09 -3021.2943011361
0.05 0.09 -3025.04083907285
0.01 0.1 -3010.77707823032
0.02 0.1 -3025.91452530766
0.05 0.1 -3031.71749571415
