D s LL
0.01 0 -8.40301292466527
0.02 0 -8.25179031958517
0.05 0 -8.55401031411722
0.01 0.01 -8.1117373394309
0.02 0.01 -7.89850613526261
0.05 0.01 -8.42779680915938
0.01 0.02 -7.76173230126568
0.02 0.02 -7.54926278242683
0.05 0.02 -8.21218485284417
0.01 0.03 -7.41679284301135
0.02 0.03 -7.2050873473045
0.05 0.03 -7.8588867204263
0.01 0.04 -7.07823715624787
0.02 0.04 -6.86727576592257
0.05 0.04 -7.5094848864646
0.01 0.05 -6.74773155164606
0.02 0.05 -6.53746384573544
0.05 0.05 -7.16495406380609
0.01 0.06 -6.42738175195213
0.02 0.06 -6.21771673040468
0.05 0.06 -6.82652181509457
0.01 0.07 -6.1198469846252
0.02 0.07 -5.91064125357553
0.05 0.07 -6.49573505640147
0.01 0.08 -5.82848167510188
0.02 0.08 -5.61952643949703
0.05 0.08 -6.17454386602356
0.01 0.09 -5.55750991755744
0.02 0.09 -5.34851817550828
0.05 0.09 -5.86540684710213
0.01 0.1 -5.31223781287559
0.02 0.1 -5.10283462594063
0.05 0.1 -5.5714231394011
