D s LL
0.01 0 -103.914158577011
0.02 0 -103.914158577011
0.05 0 -103.914158577011
0.01 0.01 -93.7937922647923
0.02 0.01 -95.4060027050137
0.05 0.01 -99.3486572280165
0.01 0.02 -74.8964277396482
0.02 0.02 -73.1743122027786
0.05 0.02 -76.0788938490026
0.01 0.03 -60.1679304514572
0.02 0.03 -54.1825026517197
0.05 0.03 -55.3062783127217
0.01 0.04 -335.971751938969
0.02 0.04 -178.965896307708
0.05 0.04 -96.953431100538
0.01 0.05 -506.542813475938
0.02 0.05 -509.882469513543
0.05 0.05 -460.717286429981
0.01 0.06 -681.974781204093
0.02 0.06 -739.424583386245
0.05 0.06 -696.586336161802
0.01 0.07 -790.080978359638
0.02 0.07 -808.269974966776
0.05 0.07 -808.904956547507
0.01 0.08 -809.819761269145
0.02 0.08 -841.878517256787
0.05 0.08 -856.083852227151
0.01 0.09 -826.198447592671
0.02 0.09 -867.034066110478
0.05 0.09 -873.86355493846
0.01 0.1 -854.324145912896
0.02 0.1 -894.467387104927
0.05 0.1 -907.4387662626
