Generation,MutationID,MutType,X,Y,Frequency,AlleleCount,Chr_Tot
650,2635,m1,2,2.0,0.25,24,96
650,4332,m1,2,2.0,0.0625,6,96
650,3060,m1,2,2.0,0.0104167,1,96
650,391,m2,5,1.0,0.964286,54,56
650,2635,m1,5,1.0,0.0892857,5,56
650,391,m2,1,7.0,0.454545,10,22
650,391,m2,9,3.0,1.0,4,4
650,1280,m1,9,3.0,0.5,2,4
650,391,m2,6,1.0,1.0,72,72

651,391,m2,10,4.0,0.984848,65,66
651,2578,m1,10,4.0,0.469697,31,66
651,391,m2,8,8.0,0.0645161,4,62
651,3310,m1,8,8.0,0.193548,12,62
651,1280,m1,8,8.0,0.274194,17,62
651,391,m2,8,1.0,1.0,24,24
651,4318,m1,8,1.0,0.0416667,1,24
651,391,m2,1,9.0,0.1,4,40
651,391,m2,6,2.0,1.0,50,50
651,2635,m1,6,2.0,0.02,1,50
651,391,m2,5,1.0,0.973684,37,38
651,391,m2,3,2.0,1.0,42,42
651,4332,m1,3,2.0,0.142857,6,42
651,3060,m1,3,2.0,0.0952381,4,42
651,2635,m1,3,2.0,0.047619,2,42
651,391,m2,4,6.0,0.957143,67,70
651,3310,m1,4,6.0,0.214286,15,70
651,391,m2,1,2.0,1.0,86,86
651,2635,m1,1,2.0,0.151163,13,86
651,391,m2,6,10.0,0.136364,3,22

652,391,m2,2,2.0,1.0,50,50
652,2635,m1,2,2.0,0.32,16,50
652,4332,m1,2,2.0,0.1,5,50
652,391,m2,9,5.0,0.942857,66,70
652,1280,m1,9,5.0,0.0428571,3,70
652,3310,m1,6,8.0,0.177083,17,96
652,391,m2,6,8.0,0.333333,32,96
652,1280,m1,6,8.0,0.0520833,5,96

653,391,m2,9,10.0,0.0416667,1,24
653,4613,m1,9,10.0,0.0416667,1,24
653,391,m2,6,2.0,1.0,32,32
653,1280,m1,6,2.0,0.03125,1,32
653,391,m2,4,1.0,1.0,92,92
653,2635,m1,4,1.0,0.0326087,3,92
653,391,m2,3,8.0,0.402778,29,72
653,391,m2,5,3.0,0.666667,8,12
653,2635,m1,5,3.0,0.0833333,1,12
653,391,m2,9,4.0,0.922222,83,90
653,1280,m1,9,4.0,0.1,9,90
653,391,m2,4,10.0,0.166667,1,6
653,391,m2,7,3.0,0.923077,24,26
653,1280,m1,7,3.0,0.115385,3,26
653,4327,m1,7,3.0,0.115385,3,26
653,391,m2,2,9.0,0.0714286,2,28
653,391,m2,1,1.0,1.0,88,88
653,2635,m1,1,1.0,0.102273,9,88

654,391,m2,7,2.0,1.0,16,16
654,391,m2,8,1.0,1.0,36,36
654,4318,m1,8,1.0,0.0833333,3,36

655,391,m2,1,4.0,1.0,8,8
655,391,m2,6,9.0,0.414286,29,70
655,3310,m1,6,9.0,0.1,7,70
655,391,m2,9,10.0,0.09375,6,64
655,4538,m1,9,10.0,0.03125,2,64
655,1280,m1,9,10.0,0.015625,1,64
655,391,m2,3,4.0,0.985294,67,68
655,391,m2,3,7.0,0.5625,9,16
655,391,m2,6,10.0,0.195652,9,46
655,391,m2,9,7.0,0.277778,15,54
655,1280,m1,9,7.0,0.351852,19,54
655,3310,m1,9,7.0,0.037037,2,54

656,391,m2,7,4.0,1.0,8,8
656,1280,m1,7,4.0,0.125,1,8
656,391,m2,5,6.0,0.934783,86,92
656,3310,m1,5,6.0,0.184783,17,92

657,391,m2,3,7.0,0.568966,33,58
657,391,m2,3,9.0,0.152778,11,72

658,391,m2,3,6.0,0.9375,60,64
658,391,m2,6,6.0,0.790323,49,62
658,4220,m1,6,6.0,0.0645161,4,62
658,1280,m1,6,6.0,0.0806452,5,62
658,3310,m1,6,6.0,0.0322581,2,62
658,391,m2,10,4.0,1.0,36,36
658,2578,m1,10,4.0,0.5,18,36
658,391,m2,3,5.0,0.987805,81,82

659,391,m2,7,5.0,1.0,10,10
659,391,m2,4,6.0,1.0,10,10
659,3310,m1,4,6.0,0.3,3,10
659,391,m2,5,8.0,0.363636,24,66
659,1280,m1,5,8.0,0.030303,2,66
659,391,m2,6,2.0,1.0,74,74
659,391,m2,8,8.0,0.166667,6,36
659,1280,m1,8,8.0,0.333333,12,36
659,3310,m1,8,8.0,0.138889,5,36

660,391,m2,9,2.0,1.0,2,2
660,391,m2,3,8.0,0.394737,15,38
660,391,m2,6,6.0,0.75,18,24
660,1280,m1,6,6.0,0.0833333,2,24
660,391,m2,9,1.0,1.0,92,92
660,4276,m1,9,1.0,0.0217391,2,92
660,1280,m1,10,9.0,0.15,9,60
660,391,m2,4,10.0,0.223684,17,76
660,1280,m1,4,10.0,0.0131579,1,76
660,1280,m1,10,10.0,0.0652174,3,46
660,391,m2,2,1.0,1.0,86,86
660,4332,m1,2,1.0,0.186047,16,86
660,2635,m1,2,1.0,0.116279,10,86
660,4554,m1,2,1.0,0.255814,22,86

661,391,m2,9,5.0,0.875,63,72
661,1280,m1,9,5.0,0.0416667,3,72
661,391,m2,4,10.0,0.15,3,20
661,391,m2,5,9.0,0.25,20,80
661,3310,m1,5,9.0,0.05,4,80
661,1280,m1,5,9.0,0.025,2,80
661,391,m2,5,10.0,0.34,17,50
661,1280,m1,5,10.0,0.02,1,50
661,3310,m1,5,10.0,0.02,1,50

662,391,m2,3,5.0,1.0,80,80

663,391,m2,9,3.0,1.0,6,6
663,391,m2,4,9.0,0.291667,7,24
663,391,m2,6,1.0,1.0,30,30
663,4318,m1,6,1.0,0.0333333,1,30
663,391,m2,9,2.0,1.0,56,56
663,4276,m1,9,2.0,0.125,7,56

664,391,m2,7,2.0,1.0,20,20
664,391,m2,3,1.0,1.0,84,84
664,4554,m1,3,1.0,0.309524,26,84
664,2635,m1,3,1.0,0.333333,28,84
664,4332,m1,3,1.0,0.202381,17,84
664,391,m2,7,10.0,0.1,2,20
664,391,m2,2,10.0,0.241935,15,62
664,391,m2,8,3.0,0.684211,52,76
664,1280,m1,8,3.0,0.0131579,1,76

665,391,m2,3,8.0,0.3125,5,16
665,391,m2,5,10.0,0.193548,12,62
665,4696,m1,5,10.0,0.0322581,2,62
665,3310,m1,5,10.0,0.016129,1,62
665,1280,m1,5,10.0,0.016129,1,62
665,391,m2,4,8.0,0.21875,7,32
665,391,m2,5,7.0,0.666667,52,78
665,3310,m1,5,7.0,0.217949,17,78
665,391,m2,6,9.0,0.833333,5,6
665,391,m2,4,5.0,0.866667,26,30

666,1280,m1,9,8.0,0.441176,30,68
666,391,m2,9,8.0,0.132353,9,68
666,3310,m1,9,8.0,0.0441176,3,68
666,391,m2,2,8.0,0.27027,20,74
666,391,m2,5,1.0,1.0,38,38
666,391,m2,1,9.0,0.255814,22,86
666,391,m2,8,10.0,0.375,30,80

667,391,m2,9,4.0,0.8,16,20
667,1280,m1,9,4.0,0.05,1,20
667,2578,m1,9,4.0,0.05,1,20

668,391,m2,10,4.0,0.988889,89,90
668,2578,m1,10,4.0,0.444444,40,90
668,391,m2,2,9.0,0.266667,16,60

669,391,m2,1,5.0,0.958333,23,24
669,2635,m1,1,5.0,0.0833333,2,24
669,391,m2,2,9.0,0.25,13,52
669,391,m2,9,9.0,0.166667,16,96
669,1280,m1,9,9.0,0.166667,16,96
669,3310,m1,9,9.0,0.0104167,1,96
669,391,m2,6,9.0,0.382353,26,68
669,3310,m1,6,9.0,0.205882,14,68
669,391,m2,6,10.0,0.25,2,8
669,391,m2,6,7.0,0.25,3,12
669,1280,m1,6,7.0,0.0833333,1,12
669,3310,m1,6,7.0,0.0833333,1,12
669,391,m2,3,5.0,1.0,40,40
669,391,m2,5,6.0,0.76,38,50
669,4220,m1,5,6.0,0.1,5,50
669,3310,m1,5,6.0,0.4,20,50
669,1280,m1,5,6.0,0.12,6,50
669,4736,m1,5,6.0,0.02,1,50
669,391,m2,7,6.0,0.932432,69,74
669,3310,m1,7,6.0,0.027027,2,74
669,1280,m1,7,6.0,0.202703,15,74
669,4616,m1,7,6.0,0.0405405,3,74
669,391,m2,7,9.0,0.316667,19,60
669,3310,m1,7,9.0,0.333333,20,60

670,391,m2,9,9.0,0.175,14,80
670,1280,m1,9,9.0,0.2375,19,80
670,1280,m1,9,10.0,0.0769231,6,78
670,4538,m1,9,10.0,0.0769231,6,78
670,391,m2,9,10.0,0.0897436,7,78
670,391,m2,1,1.0,1.0,58,58
670,2635,m1,1,1.0,0.155172,9,58
670,391,m2,4,1.0,1.0,76,76
670,2635,m1,4,1.0,0.105263,8,76
670,4332,m1,4,1.0,0.0657895,5,76
670,4554,m1,4,1.0,0.0131579,1,76

671,391,m2,1,9.0,0.243902,20,82

672,391,m2,4,5.0,1.0,2,2
672,391,m2,7,3.0,1.0,4,4
672,391,m2,3,7.0,0.894737,34,38
672,391,m2,1,3.0,1.0,82,82
672,2635,m1,1,3.0,0.256098,21,82
672,391,m2,1,8.0,0.394737,30,76
672,391,m2,4,8.0,0.392857,11,28
672,3310,m1,4,8.0,0.178571,5,28

673,1280,m1,10,9.0,0.133333,8,60
673,391,m2,10,9.0,0.05,3,60
673,391,m2,8,8.0,0.25,21,84
673,3310,m1,8,8.0,0.166667,14,84
673,1280,m1,8,8.0,0.0357143,3,84
673,391,m2,8,7.0,0.416667,10,24
673,1280,m1,8,7.0,0.25,6,24
673,391,m2,2,2.0,1.0,70,70
673,2635,m1,2,2.0,0.257143,18,70
673,4332,m1,2,2.0,0.0285714,2,70
673,4554,m1,2,2.0,0.0285714,2,70
673,391,m2,2,4.0,0.985714,69,70
673,2635,m1,2,4.0,0.128571,9,70

674,391,m2,7,4.0,0.911111,82,90
674,4616,m1,7,4.0,0.0777778,7,90
674,1280,m1,7,4.0,0.0333333,3,90
674,391,m2,1,6.0,0.727273,64,88
674,391,m2,2,9.0,0.166667,7,42
674,391,m2,1,2.0,1.0,86,86
674,2635,m1,1,2.0,0.209302,18,86
674,391,m2,5,2.0,0.933333,56,60
674,391,m2,1,3.0,1.0,60,60
674,2635,m1,1,3.0,0.2,12,60
674,391,m2,7,1.0,1.0,72,72
674,4318,m1,7,1.0,0.0833333,6,72
674,391,m2,2,4.0,1.0,64,64
674,2635,m1,2,4.0,0.09375,6,64
674,391,m2,4,3.0,0.885714,62,70
674,2635,m1,4,3.0,0.0142857,1,70
674,4332,m1,4,3.0,0.0285714,2,70
674,391,m2,3,2.0,0.984375,63,64
674,4332,m1,3,2.0,0.046875,3,64
674,4554,m1,3,2.0,0.140625,9,64
674,2635,m1,3,2.0,0.09375,6,64

675,391,m2,5,10.0,0.310345,18,58
675,3310,m1,5,10.0,0.12069,7,58
675,391,m2,1,5.0,0.977273,43,44
675,391,m2,3,7.0,0.659091,29,44
675,3310,m1,3,7.0,0.0227273,1,44
675,391,m2,2,4.0,1.0,70,70
675,2635,m1,2,4.0,0.0571429,4,70
675,391,m2,9,6.0,0.477273,21,44
675,1280,m1,9,6.0,0.159091,7,44
675,391,m2,9,8.0,0.236842,18,76
675,1280,m1,9,8.0,0.381579,29,76
675,3310,m1,9,8.0,0.0131579,1,76
675,391,m2,7,4.0,0.895833,86,96
675,1280,m1,7,4.0,0.0625,6,96
675,4616,m1,7,4.0,0.0520833,5,96

676,391,m2,2,5.0,1.0,44,44
676,391,m2,4,5.0,0.953125,61,64
676,3310,m1,4,5.0,0.078125,5,64
676,4779,m1,4,5.0,0.03125,2,64
676,3310,m1,7,9.0,0.271739,25,92
676,391,m2,7,9.0,0.173913,16,92
676,4784,m1,7,9.0,0.0108696,1,92
676,391,m2,6,10.0,0.257143,18,70
676,391,m2,3,2.0,1.0,22,22
676,4554,m1,3,2.0,0.0909091,2,22
676,4332,m1,3,2.0,0.0454545,1,22
676,391,m2,6,4.0,0.984375,63,64
676,2635,m1,6,4.0,0.046875,3,64
676,3310,m1,6,4.0,0.078125,5,64
676,4220,m1,6,4.0,0.015625,1,64
676,391,m2,8,6.0,0.8,56,70
676,1280,m1,8,6.0,0.371429,26,70
676,4616,m1,8,6.0,0.0714286,5,70
676,391,m2,2,6.0,1.0,60,60
676,391,m2,4,6.0,0.75,9,12

677,391,m2,10,7.0,0.5,10,20
677,1280,m1,10,7.0,0.35,7,20
677,391,m2,3,3.0,0.805556,58,72
677,2635,m1,3,3.0,0.0694444,5,72
677,4332,m1,3,3.0,0.0277778,2,72
677,4804,m1,3,3.0,0.0416667,3,72
677,4554,m1,3,3.0,0.0277778,2,72
677,391,m2,10,5.0,0.809524,68,84
677,2578,m1,10,5.0,0.0119048,1,84
677,1280,m1,10,5.0,0.0357143,3,84
677,391,m2,3,7.0,0.75,42,56
677,3310,m1,3,7.0,0.0178571,1,56
677,391,m2,2,10.0,0.0595238,5,84
677,391,m2,5,1.0,0.94898,93,98
677,391,m2,10,6.0,0.460526,35,76
677,1280,m1,10,6.0,0.0657895,5,76
677,391,m2,6,2.0,0.935897,73,78

678,391,m2,10,5.0,0.875,91,104
678,1280,m1,10,5.0,0.0288462,3,104
678,391,m2,1,4.0,1.0,92,92
678,2635,m1,1,4.0,0.184783,17,92
678,391,m2,5,1.0,0.928571,65,70

679,391,m2,5,6.0,0.763158,29,38
679,3310,m1,5,6.0,0.210526,8,38
679,1280,m1,5,6.0,0.184211,7,38
679,391,m2,8,7.0,0.571429,32,56
679,1280,m1,8,7.0,0.267857,15,56
679,3310,m1,8,7.0,0.125,7,56
679,391,m2,3,9.0,0.5,29,58
679,391,m2,6,8.0,0.206897,12,58
679,3310,m1,6,8.0,0.12069,7,58
679,391,m2,7,4.0,0.916667,88,96
679,4616,m1,7,4.0,0.0208333,2,96
679,1280,m1,7,4.0,0.0520833,5,96
679,391,m2,5,2.0,0.896552,52,58

680,391,m2,7,4.0,0.939024,77,82
680,1280,m1,7,4.0,0.0609756,5,82
680,4616,m1,7,4.0,0.0121951,1,82
680,1280,m1,10,10.0,0.0243902,2,82
680,391,m2,6,7.0,0.44,22,50
680,3310,m1,6,7.0,0.06,3,50
680,4220,m1,6,7.0,0.02,1,50
680,391,m2,10,6.0,0.635593,75,118
680,391,m2,3,7.0,0.5625,18,32
680,3310,m1,3,7.0,0.0625,2,32
680,4789,m1,3,7.0,0.03125,1,32

681,391,m2,5,8.0,0.5875,47,80
681,3310,m1,5,8.0,0.15,12,80
681,4832,m1,5,8.0,0.0125,1,80
681,391,m2,2,6.0,1.0,60,60
681,391,m2,2,7.0,0.893939,59,66
681,1280,m1,9,9.0,0.0857143,6,70
681,391,m2,9,9.0,0.2,14,70
681,391,m2,3,4.0,0.95,57,60
681,3310,m1,6,7.0,0.25,1,4
681,391,m2,1,3.0,1.0,72,72
681,2635,m1,1,3.0,0.138889,10,72

682,391,m2,8,9.0,0.171429,12,70
682,3310,m1,8,9.0,0.0714286,5,70
682,1280,m1,8,9.0,0.0285714,2,70
682,1280,m1,9,9.0,0.09375,6,64
682,391,m2,9,9.0,0.3125,20,64
682,391,m2,9,5.0,0.683333,41,60
682,1280,m1,9,5.0,0.15,9,60
682,2578,m1,9,5.0,0.0333333,2,60
682,391,m2,6,6.0,0.75,51,68
682,1280,m1,6,6.0,0.117647,8,68
682,4220,m1,6,6.0,0.0147059,1,68
682,3310,m1,6,6.0,0.0147059,1,68

683,391,m2,5,1.0,0.940476,79,84
683,2635,m1,5,1.0,0.0119048,1,84

684,391,m2,2,5.0,1.0,20,20
684,391,m2,8,2.0,1.0,72,72
684,4318,m1,8,2.0,0.0277778,2,72
684,4276,m1,8,2.0,0.0277778,2,72
684,391,m2,1,6.0,0.595238,25,42
684,391,m2,7,5.0,0.987179,77,78
684,1280,m1,7,5.0,0.282051,22,78
684,4616,m1,7,5.0,0.0512821,4,78
684,391,m2,5,2.0,1.0,8,8
684,391,m2,6,7.0,0.4375,21,48
684,3310,m1,6,7.0,0.0833333,4,48
684,1280,m1,6,7.0,0.0625,3,48
684,391,m2,10,4.0,1.0,6,6

685,391,m2,9,2.0,1.0,60,60
685,4276,m1,9,2.0,0.0166667,1,60
685,4840,m1,4,9.0,0.0294118,1,34
685,391,m2,4,9.0,0.205882,7,34
685,1280,m1,10,8.0,0.47619,40,84
685,391,m2,10,8.0,0.130952,11,84
685,391,m2,2,10.0,0.030303,2,66
685,391,m2,9,1.0,1.0,78,78
685,4276,m1,9,1.0,0.102564,8,78
685,391,m2,7,10.0,0.114286,8,70
685,4875,m1,7,10.0,0.0142857,1,70
685,391,m2,10,2.0,1.0,72,72
685,4276,m1,10,2.0,0.236111,17,72
685,391,m2,4,6.0,0.972973,72,74
685,3310,m1,4,6.0,0.243243,18,74
685,1280,m1,4,6.0,0.121622,9,74

686,391,m2,4,1.0,0.897959,88,98
686,2635,m1,4,1.0,0.142857,14,98
686,4554,m1,4,1.0,0.0918367,9,98
686,4332,m1,4,1.0,0.0102041,1,98
686,391,m2,10,1.0,1.0,58,58
686,4276,m1,10,1.0,0.0862069,5,58
686,391,m2,3,5.0,1.0,14,14
686,391,m2,8,3.0,0.743902,61,82
686,391,m2,5,9.0,0.625,5,8
686,391,m2,2,8.0,0.471429,33,70

687,391,m2,6,1.0,1.0,68,68
687,391,m2,8,5.0,0.8,8,10
687,4616,m1,8,5.0,0.1,1,10
687,1280,m1,8,5.0,0.2,2,10

688,391,m2,1,4.0,1.0,36,36
688,2635,m1,1,4.0,0.722222,26,36
688,391,m2,7,1.0,1.0,68,68
688,4318,m1,7,1.0,0.0147059,1,68
688,391,m2,4,8.0,0.488095,41,84
688,3310,m1,4,8.0,0.047619,4,84
688,391,m2,2,7.0,0.83871,52,62
688,391,m2,8,2.0,1.0,4,4
688,391,m2,5,4.0,0.911765,62,68
688,3310,m1,5,4.0,0.235294,16,68

689,1280,m1,10,8.0,0.5,25,50
689,391,m2,10,8.0,0.04,2,50
689,391,m2,9,2.0,1.0,70,70
689,4318,m1,9,2.0,0.0142857,1,70
689,4276,m1,9,2.0,0.0285714,2,70
689,391,m2,6,1.0,1.0,66,66
689,1280,m1,7,6.0,0.394737,30,76
689,391,m2,7,6.0,0.802632,61,76
689,4857,m1,7,6.0,0.0394737,3,76

690,391,m2,4,10.0,0.320513,25,78
690,3310,m1,4,10.0,0.0128205,1,78
690,391,m2,6,3.0,0.833333,20,24
690,3310,m1,6,3.0,0.0416667,1,24
690,391,m2,3,2.0,1.0,68,68
690,4554,m1,3,2.0,0.147059,10,68
690,4850,m1,3,2.0,0.0294118,2,68
690,4842,m1,3,2.0,0.0588235,4,68
690,2635,m1,3,2.0,0.117647,8,68
690,391,m2,1,8.0,0.333333,10,30
690,391,m2,10,4.0,1.0,86,86
690,2578,m1,10,4.0,0.104651,9,86
690,391,m2,7,4.0,0.961538,75,78
690,391,m2,4,4.0,0.916667,33,36
690,3310,m1,4,4.0,0.0555556,2,36

691,391,m2,4,5.0,0.857143,24,28
691,3310,m1,4,5.0,0.0357143,1,28
691,1280,m1,4,5.0,0.0357143,1,28
691,391,m2,3,6.0,0.963415,79,82
691,3310,m1,3,6.0,0.0731707,6,82
691,1280,m1,3,6.0,0.0609756,5,82
691,4789,m1,3,6.0,0.0731707,6,82

692,391,m2,9,1.0,1.0,82,82
692,4276,m1,9,1.0,0.0853659,7,82
692,391,m2,8,8.0,0.5,35,70
692,3310,m1,8,8.0,0.4,28,70
692,1280,m1,8,8.0,0.0285714,2,70
692,391,m2,7,3.0,1.0,56,56

693,391,m2,10,10.0,0.0294118,2,68
693,1280,m1,10,10.0,0.0147059,1,68
693,391,m2,7,1.0,1.0,70,70
693,4318,m1,7,1.0,0.0571429,4,70

694,391,m2,6,9.0,0.5,15,30
694,3310,m1,6,9.0,0.133333,4,30
694,391,m2,6,10.0,0.530303,35,66
694,3310,m1,6,10.0,0.0757576,5,66
694,391,m2,6,7.0,0.533333,32,60
694,1280,m1,6,7.0,0.0666667,4,60
694,3310,m1,6,7.0,0.15,9,60
694,391,m2,2,9.0,0.0757576,5,66
694,391,m2,7,5.0,0.875,49,56
694,1280,m1,7,5.0,0.321429,18,56
694,4616,m1,7,5.0,0.0178571,1,56
694,391,m2,5,1.0,1.0,100,100
694,4929,m1,5,1.0,0.01,1,100

695,391,m2,8,9.0,0.363636,16,44
695,1280,m1,8,9.0,0.0909091,4,44
695,3310,m1,8,9.0,0.5,22,44
695,1280,m1,8,7.0,0.257576,17,66
695,3310,m1,8,7.0,0.0909091,6,66
695,391,m2,8,7.0,0.515152,34,66
695,391,m2,5,1.0,1.0,16,16

696,391,m2,7,2.0,1.0,60,60
696,391,m2,8,8.0,0.635135,47,74
696,3310,m1,8,8.0,0.445946,33,74
696,1280,m1,8,8.0,0.135135,10,74
696,391,m2,1,6.0,0.678571,38,56
696,391,m2,3,5.0,0.974359,76,78
696,391,m2,3,9.0,0.328947,25,76
696,391,m2,10,6.0,0.8,56,70
696,1280,m1,10,6.0,0.0714286,5,70

697,391,m2,6,7.0,0.625,40,64
697,3310,m1,6,7.0,0.15625,10,64
697,1280,m1,6,7.0,0.03125,2,64
697,391,m2,6,3.0,0.75,33,44
697,3310,m1,6,3.0,0.0227273,1,44
697,391,m2,10,5.0,0.933333,56,60
697,391,m2,2,9.0,0.0652174,3,46
697,391,m2,1,4.0,1.0,88,88
697,2635,m1,1,4.0,0.443182,39,88
697,391,m2,5,1.0,1.0,68,68
697,4332,m1,5,1.0,0.0147059,1,68
697,391,m2,1,9.0,0.047619,2,42
697,391,m2,10,4.0,1.0,64,64
697,2578,m1,10,4.0,0.046875,3,64

698,391,m2,9,9.0,0.26,13,50
698,1280,m1,9,9.0,0.16,8,50
698,3310,m1,9,9.0,0.02,1,50
698,391,m2,2,5.0,0.859375,55,64
698,4789,m1,2,5.0,0.078125,5,64
698,2635,m1,2,5.0,0.078125,5,64
698,391,m2,10,2.0,1.0,80,80
698,4276,m1,10,2.0,0.3875,31,80
698,2578,m1,10,2.0,0.0125,1,80
698,391,m2,7,3.0,0.946429,53,56
698,391,m2,2,3.0,1.0,66,66
698,2635,m1,2,3.0,0.212121,14,66
698,391,m2,8,8.0,0.661765,45,68
698,3310,m1,8,8.0,0.352941,24,68
698,1280,m1,8,8.0,0.132353,9,68
698,391,m2,8,3.0,0.848485,56,66
698,391,m2,6,5.0,0.825,66,80
698,1280,m1,6,5.0,0.175,14,80
698,3310,m1,6,5.0,0.025,2,80

699,391,m2,8,6.0,0.896552,52,58
699,1280,m1,8,6.0,0.362069,21,58
699,4857,m1,8,6.0,0.0862069,5,58
699,3310,m1,8,6.0,0.0172414,1,58
699,391,m2,4,7.0,0.642857,9,14
699,1280,m1,4,7.0,0.0714286,1,14

700,391,m2,2,10.0,0.1875,12,64
700,391,m2,5,5.0,0.935897,73,78
700,1280,m1,5,5.0,0.0512821,4,78
700,3310,m1,5,5.0,0.0769231,6,78
700,391,m2,1,5.0,1.0,22,22
700,2635,m1,1,5.0,0.272727,6,22
700,391,m2,8,10.0,0.196429,11,56
700,391,m2,7,2.0,1.0,54,54
700,391,m2,3,1.0,1.0,64,64
700,2635,m1,3,1.0,0.21875,14,64
700,4554,m1,3,1.0,0.265625,17,64
700,4332,m1,3,1.0,0.015625,1,64
700,391,m2,8,2.0,1.0,74,74
700,4318,m1,8,2.0,0.0675676,5,74
700,391,m2,8,3.0,0.845238,71,84
700,391,m2,1,10.0,0.0285714,2,70

701,391,m2,3,8.0,0.545455,36,66
701,391,m2,9,5.0,0.880952,37,42
701,2578,m1,9,5.0,0.0238095,1,42
701,391,m2,1,10.0,0.0232558,2,86
701,391,m2,10,7.0,0.651515,43,66
701,1280,m1,10,7.0,0.287879,19,66
701,391,m2,3,7.0,0.7,42,60
701,1280,m1,3,7.0,0.1,6,60
701,3310,m1,3,7.0,0.0333333,2,60
701,391,m2,10,5.0,0.983871,61,62
701,391,m2,6,4.0,0.958333,69,72
701,3310,m1,6,4.0,0.0694444,5,72
701,1280,m1,6,4.0,0.0138889,1,72

702,391,m2,10,2.0,1.0,22,22
702,4276,m1,10,2.0,0.772727,17,22
702,3310,m1,5,10.0,0.27907,24,86
702,391,m2,5,10.0,0.337209,29,86
702,391,m2,6,10.0,0.3,3,10
702,391,m2,2,4.0,1.0,40,40
702,2635,m1,2,4.0,0.1,4,40
702,1280,m1,10,8.0,0.604651,52,86
702,391,m2,10,8.0,0.267442,23,86
702,391,m2,7,9.0,0.655172,38,58
702,3310,m1,7,9.0,0.517241,30,58
702,391,m2,8,1.0,1.0,68,68
702,4318,m1,8,1.0,0.352941,24,68

703,391,m2,9,6.0,0.541667,13,24
703,1280,m1,9,6.0,0.0833333,2,24

704,391,m2,4,1.0,1.0,46,46

705,391,m2,5,6.0,0.885714,62,70
705,1280,m1,5,6.0,0.1,7,70
705,3310,m1,5,6.0,0.0428571,3,70
705,391,m2,1,9.0,0.147059,10,68
705,391,m2,10,10.0,0.0384615,3,78

706,391,m2,2,10.0,0.363636,16,44
706,391,m2,3,10.0,0.0892857,5,56

707,391,m2,2,5.0,0.983871,61,62
707,2635,m1,2,5.0,0.016129,1,62
707,391,m2,8,4.0,1.0,72,72
707,1280,m1,8,4.0,0.0972222,7,72
707,391,m2,8,1.0,1.0,78,78
707,4318,m1,8,1.0,0.230769,18,78
707,391,m2,7,3.0,0.826923,43,52
707,391,m2,6,9.0,0.3625,29,80
707,3310,m1,6,9.0,0.1625,13,80
707,391,m2,10,2.0,1.0,86,86
707,4276,m1,10,2.0,0.465116,40,86
707,391,m2,3,7.0,0.871429,61,70
707,3310,m1,3,7.0,0.0285714,2,70
707,391,m2,4,5.0,0.924242,61,66
707,391,m2,7,8.0,0.628205,49,78
707,3310,m1,7,8.0,0.461538,36,78
707,391,m2,3,8.0,0.671053,51,76

708,391,m2,6,9.0,0.401961,41,102
708,3310,m1,6,9.0,0.0980392,10,102
708,391,m2,4,3.0,0.903846,47,52
708,4842,m1,4,3.0,0.0384615,2,52
708,391,m2,2,2.0,1.0,60,60
708,4554,m1,2,2.0,0.15,9,60
708,4332,m1,2,2.0,0.0166667,1,60
708,2635,m1,2,2.0,0.05,3,60
708,391,m2,10,4.0,1.0,38,38
708,391,m2,3,9.0,0.448718,35,78
708,5028,m1,3,9.0,0.0128205,1,78
708,391,m2,6,4.0,0.97619,41,42
708,1280,m1,6,4.0,0.0714286,3,42
708,3310,m1,6,4.0,0.0238095,1,42
708,391,m2,5,6.0,0.845238,71,84
708,1280,m1,5,6.0,0.178571,15,84
708,3310,m1,5,6.0,0.0833333,7,84
708,5014,m1,5,6.0,0.0238095,2,84
708,1280,m1,10,8.0,0.333333,20,60
708,391,m2,10,8.0,0.266667,16,60
708,391,m2,10,2.0,1.0,8,8
708,4276,m1,10,2.0,0.25,2,8
708,391,m2,6,5.0,0.65,13,20
708,1280,m1,6,5.0,0.05,1,20

709,391,m2,6,3.0,0.906977,78,86
709,3310,m1,6,3.0,0.0116279,1,86
709,391,m2,10,6.0,0.776596,73,94
709,1280,m1,10,6.0,0.117021,11,94
709,391,m2,4,10.0,0.473684,36,76
709,3310,m1,4,10.0,0.25,19,76
709,391,m2,7,4.0,0.988372,85,86
709,1280,m1,7,4.0,0.232558,20,86
709,5037,m1,7,4.0,0.0116279,1,86
709,3310,m1,7,4.0,0.0232558,2,86
709,391,m2,7,2.0,1.0,66,66
709,391,m2,9,9.0,0.48,48,100
709,3310,m1,9,9.0,0.06,6,100
709,1280,m1,9,9.0,0.15,15,100
709,391,m2,7,9.0,0.8125,52,64
709,3310,m1,7,9.0,0.46875,30,64
709,391,m2,4,6.0,1.0,92,92
709,1280,m1,4,6.0,0.0434783,4,92
709,3310,m1,4,6.0,0.0434783,4,92

710,391,m2,3,1.0,1.0,88,88
710,4554,m1,3,1.0,0.159091,14,88
710,4332,m1,3,1.0,0.0568182,5,88
710,391,m2,3,3.0,1.0,72,72
710,4842,m1,3,3.0,0.125,9,72
710,4332,m1,3,3.0,0.0277778,2,72
