Generation,MutationID,MutType,X,Y,Frequency,AlleleCount,Chr_Tot
607,15978,m1,10.0,3,0.0103093,2,194
607,771,m1,10.0,3,0.00515464,1,194
607,7561,m1,10.0,3,0.00515464,1,194

608,21553,m1,9.0,8,0.0333333,1,30
608,22736,m1,9.0,8,0.0333333,1,30
608,3801,m1,1.0,6,0.0272727,3,110
608,7668,m1,1.0,6,0.0181818,2,110
608,12352,m1,1.0,6,0.0181818,2,110
608,9373,m2,1.0,6,0.00909091,1,110
608,3701,m1,1.0,6,0.00909091,1,110
608,21492,m1,1.0,6,0.00909091,1,110
608,17549,m1,1.0,6,0.00909091,1,110
608,10639,m1,1.0,6,0.00909091,1,110
608,5346,m1,1.0,6,0.00909091,1,110
608,23364,m1,1.0,6,0.00909091,1,110
608,28408,m1,1.0,6,0.00909091,1,110
608,9440,m1,1.0,6,0.00909091,1,110
608,27517,m1,1.0,6,0.00909091,1,110
608,26725,m1,1.0,6,0.00909091,1,110
608,17999,m1,1.0,6,0.00909091,1,110
608,12745,m2,9.0,5,0.00735294,1,136
608,20785,m1,9.0,5,0.00735294,1,136
608,9076,m1,9.0,5,0.00735294,1,136
608,21945,m1,9.0,5,0.0147059,2,136
608,22171,m1,9.0,5,0.00735294,1,136
608,7561,m1,9.0,5,0.00735294,1,136
608,24796,m1,9.0,5,0.00735294,1,136
608,18464,m1,9.0,5,0.00735294,1,136
608,11115,m1,9.0,5,0.00735294,1,136
608,3042,m1,9.0,5,0.0147059,2,136
608,11834,m1,9.0,5,0.00735294,1,136
608,240,m1,9.0,5,0.00735294,1,136
608,21032,m1,9.0,5,0.00735294,1,136
608,11869,m1,9.0,5,0.00735294,1,136
608,6598,m1,9.0,5,0.00735294,1,136
608,26388,m1,9.0,5,0.00735294,1,136
608,25959,m1,9.0,5,0.00735294,1,136
608,14340,m1,9.0,5,0.00735294,1,136
608,980,m1,9.0,5,0.00735294,1,136
608,13483,m1,9.0,5,0.00735294,1,136
