Generation,MutationID,X,Y,Frequency,AlleleCount,Chr_Tot
633.0,2578.0,9.0,4.0,0.125,9.0,72.0
633.0,2578.0,9.0,5.0,0.0897436,7.0,78.0
633.0,1280.0,9.0,6.0,0.3125,30.0,96.0
633.0,2578.0,9.0,6.0,0.03125,3.0,96.0
633.0,1280.0,9.0,7.0,0.671429,47.0,70.0
633.0,1280.0,9.0,8.0,0.305556,22.0,72.0
633.0,2578.0,9.0,8.0,0.0277778,2.0,72.0
633.0,1280.0,9.0,9.0,0.166667,13.0,78.0
633.0,1280.0,9.0,10.0,0.188889,17.0,90.0
633.0,2578.0,10.0,3.0,0.0625,4.0,64.0
633.0,2578.0,10.0,4.0,0.19403,26.0,134.0
633.0,1280.0,10.0,4.0,0.0149254,2.0,134.0
633.0,2578.0,10.0,5.0,0.09375,6.0,64.0
633.0,2578.0,10.0,6.0,0.0666667,4.0,60.0
633.0,1280.0,10.0,7.0,0.219512,18.0,82.0
633.0,1280.0,10.0,8.0,0.387097,24.0,62.0
633.0,1280.0,10.0,9.0,0.264706,18.0,68.0
633.0,1280.0,10.0,10.0,0.269231,28.0,104.0

634.0,2635.0,1.0,2.0,0.0483871,3.0,62.0
634.0,2635.0,1.0,3.0,0.0813953,7.0,86.0
634.0,2635.0,1.0,4.0,0.0428571,3.0,70.0
634.0,2635.0,1.0,5.0,0.0520833,5.0,96.0
634.0,2635.0,2.0,1.0,0.025641,2.0,78.0
634.0,2635.0,2.0,2.0,0.205128,16.0,78.0
634.0,2635.0,2.0,3.0,0.207317,17.0,82.0
634.0,2635.0,2.0,4.0,0.107143,6.0,56.0
634.0,2635.0,3.0,1.0,0.115385,9.0,78.0
634.0,2635.0,3.0,2.0,0.232558,20.0,86.0
634.0,2635.0,3.0,3.0,0.129032,8.0,62.0
634.0,2635.0,3.0,4.0,0.0128205,1.0,78.0
634.0,2635.0,4.0,1.0,0.0520833,5.0,96.0
634.0,2635.0,4.0,2.0,0.0526316,4.0,76.0
634.0,2635.0,4.0,3.0,0.222222,12.0,54.0
634.0,2635.0,4.0,4.0,0.0285714,2.0,70.0
634.0,3310.0,4.0,6.0,0.0166667,1.0,60.0
634.0,2635.0,5.0,2.0,0.0147059,1.0,68.0
634.0,2635.0,5.0,3.0,0.138298,13.0,94.0
634.0,2635.0,5.0,4.0,0.0204082,2.0,98.0
634.0,3310.0,5.0,6.0,0.175,14.0,80.0
634.0,3310.0,5.0,7.0,0.1875,12.0,64.0
634.0,1280.0,5.0,9.0,0.103448,6.0,58.0
634.0,1280.0,6.0,5.0,0.0641026,5.0,78.0
634.0,3310.0,6.0,5.0,0.025641,2.0,78.0
634.0,3310.0,6.0,6.0,0.166667,13.0,78.0
634.0,1280.0,6.0,6.0,0.025641,2.0,78.0
634.0,1280.0,6.0,7.0,0.075,3.0,40.0
634.0,3310.0,6.0,7.0,0.05,2.0,40.0
634.0,3310.0,6.0,8.0,0.153846,8.0,52.0
634.0,1280.0,6.0,8.0,0.0192308,1.0,52.0
634.0,1280.0,6.0,9.0,0.177083,17.0,96.0
634.0,3310.0,6.0,9.0,0.0208333,2.0,96.0
634.0,1280.0,6.0,10.0,0.0540541,4.0,74.0
634.0,2578.0,6.0,10.0,0.0405405,3.0,74.0
634.0,1280.0,7.0,3.0,0.102564,8.0,78.0
634.0,1280.0,7.0,4.0,0.117647,8.0,68.0
634.0,1280.0,7.0,5.0,0.224138,13.0,58.0
634.0,3310.0,7.0,5.0,0.0344828,2.0,58.0
634.0,3310.0,7.0,6.0,0.0967742,6.0,62.0
634.0,1280.0,7.0,6.0,0.016129,1.0,62.0
634.0,3310.0,7.0,7.0,0.109375,7.0,64.0
634.0,1280.0,7.0,7.0,0.171875,11.0,64.0
634.0,1280.0,7.0,8.0,0.3125,25.0,80.0
634.0,3310.0,7.0,8.0,0.2375,19.0,80.0
634.0,2578.0,7.0,8.0,0.025,2.0,80.0
634.0,1280.0,7.0,9.0,0.0131579,1.0,76.0
634.0,2578.0,7.0,10.0,0.171875,11.0,64.0
634.0,1280.0,8.0,2.0,0.0185185,1.0,54.0
634.0,1280.0,8.0,3.0,0.175676,13.0,74.0
634.0,1280.0,8.0,4.0,0.297297,22.0,74.0
634.0,1280.0,8.0,5.0,0.117647,8.0,68.0
634.0,1280.0,8.0,6.0,0.176471,12.0,68.0
634.0,3310.0,8.0,6.0,0.205882,14.0,68.0
634.0,1280.0,8.0,7.0,0.368421,28.0,76.0
634.0,3310.0,8.0,7.0,0.131579,10.0,76.0
634.0,2578.0,8.0,8.0,0.0394737,3.0,76.0
634.0,1280.0,8.0,8.0,0.328947,25.0,76.0
634.0,1280.0,8.0,9.0,0.0416667,3.0,72.0
634.0,2578.0,8.0,9.0,0.0138889,1.0,72.0
634.0,1280.0,8.0,10.0,0.0789474,6.0,76.0
634.0,1280.0,9.0,2.0,0.0277778,2.0,72.0
634.0,1280.0,9.0,3.0,0.154762,13.0,84.0
634.0,2578.0,9.0,3.0,0.0357143,3.0,84.0
634.0,2578.0,9.0,4.0,0.108108,8.0,74.0
634.0,1280.0,9.0,4.0,0.202703,15.0,74.0
634.0,2578.0,9.0,5.0,0.140625,9.0,64.0
634.0,2578.0,9.0,6.0,0.0333333,3.0,90.0
634.0,1280.0,9.0,6.0,0.277778,25.0,90.0
634.0,3310.0,9.0,6.0,0.0111111,1.0,90.0
634.0,1280.0,9.0,7.0,0.622222,56.0,90.0
634.0,1280.0,9.0,8.0,0.142857,10.0,70.0
634.0,1280.0,9.0,9.0,0.0967742,6.0,62.0
634.0,1280.0,9.0,10.0,0.157895,12.0,76.0
634.0,2578.0,10.0,3.0,0.0571429,4.0,70.0
634.0,2578.0,10.0,4.0,0.256098,21.0,82.0
634.0,2578.0,10.0,5.0,0.102564,8.0,78.0
634.0,2578.0,10.0,6.0,0.0833333,6.0,72.0
634.0,1280.0,10.0,7.0,0.180556,13.0,72.0
634.0,1280.0,10.0,8.0,0.428571,30.0,70.0
634.0,1280.0,10.0,9.0,0.25,21.0,84.0
634.0,1280.0,10.0,10.0,0.244681,23.0,94.0

635.0,2635.0,1.0,2.0,0.0135135,1.0,74.0
635.0,2635.0,1.0,3.0,0.0930233,8.0,86.0
635.0,2635.0,1.0,4.0,0.05,4.0,80.0
635.0,2635.0,1.0,5.0,0.1,6.0,60.0
635.0,2635.0,2.0,1.0,0.0121951,1.0,82.0
635.0,2635.0,2.0,2.0,0.263158,20.0,76.0
635.0,2635.0,2.0,3.0,0.205128,16.0,78.0
635.0,2635.0,2.0,4.0,0.0882353,6.0,68.0
635.0,2635.0,3.0,1.0,0.121951,10.0,82.0
635.0,2635.0,3.0,2.0,0.24359,19.0,78.0
635.0,2635.0,3.0,3.0,0.152778,11.0,72.0
635.0,2635.0,3.0,4.0,0.0212766,2.0,94.0
635.0,2635.0,4.0,1.0,0.0731707,6.0,82.0
635.0,2635.0,4.0,2.0,0.0675676,5.0,74.0
635.0,2635.0,4.0,3.0,0.158537,13.0,82.0
635.0,2635.0,4.0,4.0,0.0151515,1.0,66.0
635.0,3310.0,4.0,6.0,0.0151515,1.0,66.0
635.0,2635.0,5.0,2.0,0.015625,1.0,64.0
635.0,2635.0,5.0,3.0,0.180556,13.0,72.0
635.0,2635.0,5.0,4.0,0.046875,3.0,64.0
635.0,3310.0,5.0,6.0,0.173913,8.0,46.0
635.0,3310.0,5.0,7.0,0.190476,8.0,42.0
635.0,1280.0,5.0,9.0,0.0689655,4.0,58.0
635.0,3310.0,6.0,5.0,0.0394737,3.0,76.0
635.0,1280.0,6.0,5.0,0.0526316,4.0,76.0
635.0,1280.0,6.0,6.0,0.0714286,5.0,70.0
635.0,3310.0,6.0,6.0,0.0571429,4.0,70.0
635.0,1280.0,6.0,7.0,0.0714286,4.0,56.0
635.0,3310.0,6.0,7.0,0.0178571,1.0,56.0
635.0,3310.0,6.0,8.0,0.12,6.0,50.0
635.0,1280.0,6.0,8.0,0.02,1.0,50.0
635.0,1280.0,6.0,9.0,0.153846,12.0,78.0
635.0,3310.0,6.0,9.0,0.0128205,1.0,78.0
635.0,1280.0,6.0,10.0,0.0217391,1.0,46.0
635.0,1280.0,7.0,3.0,0.0921053,7.0,76.0
635.0,1280.0,7.0,4.0,0.0813953,7.0,86.0
635.0,1280.0,7.0,5.0,0.225806,14.0,62.0
635.0,3310.0,7.0,5.0,0.0806452,5.0,62.0
635.0,1280.0,7.0,6.0,0.0555556,4.0,72.0
635.0,3310.0,7.0,6.0,0.0972222,7.0,72.0
635.0,1280.0,7.0,7.0,0.136364,9.0,66.0
635.0,3310.0,7.0,7.0,0.0606061,4.0,66.0
635.0,1280.0,7.0,8.0,0.333333,18.0,54.0
635.0,3310.0,7.0,8.0,0.259259,14.0,54.0
635.0,1280.0,7.0,9.0,0.04,2.0,50.0
635.0,1280.0,8.0,3.0,0.12,6.0,50.0
635.0,1280.0,8.0,4.0,0.266667,16.0,60.0
635.0,1280.0,8.0,5.0,0.125,9.0,72.0
635.0,3310.0,8.0,6.0,0.227273,15.0,66.0
635.0,1280.0,8.0,6.0,0.121212,8.0,66.0
635.0,1280.0,8.0,7.0,0.446429,25.0,56.0
635.0,3310.0,8.0,7.0,0.0535714,3.0,56.0
635.0,1280.0,8.0,8.0,0.166667,9.0,54.0
635.0,1280.0,8.0,9.0,0.0322581,2.0,62.0
635.0,1280.0,8.0,10.0,0.0731707,6.0,82.0
635.0,1280.0,9.0,2.0,0.0217391,2.0,92.0
635.0,1280.0,9.0,3.0,0.0857143,6.0,70.0
635.0,1280.0,9.0,4.0,0.205882,14.0,68.0
635.0,1280.0,9.0,6.0,0.3,24.0,80.0
635.0,1280.0,9.0,7.0,0.566667,34.0,60.0
635.0,1280.0,9.0,8.0,0.202381,17.0,84.0
635.0,1280.0,9.0,9.0,0.1,4.0,40.0
635.0,1280.0,9.0,10.0,0.177083,17.0,96.0
635.0,1280.0,10.0,7.0,0.209302,18.0,86.0
635.0,1280.0,10.0,8.0,0.404762,34.0,84.0
635.0,1280.0,10.0,9.0,0.173077,9.0,52.0
635.0,1280.0,10.0,10.0,0.132653,13.0,98.0

636.0,2635.0,1.0,2.0,0.0555556,5.0,90.0
636.0,2635.0,1.0,3.0,0.0833333,6.0,72.0
636.0,2635.0,1.0,4.0,0.0568182,5.0,88.0
636.0,2635.0,1.0,5.0,0.106061,7.0,66.0
636.0,2635.0,1.0,6.0,0.01,1.0,100.0
636.0,2635.0,2.0,1.0,0.030303,2.0,66.0
636.0,2635.0,2.0,2.0,0.210526,16.0,76.0
636.0,2635.0,2.0,3.0,0.297297,22.0,74.0
636.0,2635.0,2.0,4.0,0.0689655,4.0,58.0
636.0,2635.0,2.0,5.0,0.0151515,1.0,66.0
636.0,2635.0,3.0,1.0,0.189189,14.0,74.0
636.0,2635.0,3.0,2.0,0.227273,15.0,66.0
636.0,2635.0,3.0,3.0,0.133333,8.0,60.0
636.0,2635.0,3.0,4.0,0.0151515,1.0,66.0
636.0,2635.0,4.0,1.0,0.109375,7.0,64.0
636.0,2635.0,4.0,2.0,0.0606061,4.0,66.0
636.0,2635.0,4.0,3.0,0.0833333,7.0,84.0
636.0,2635.0,4.0,4.0,0.0128205,1.0,78.0
636.0,3310.0,4.0,6.0,0.0217391,1.0,46.0
636.0,2635.0,5.0,2.0,0.0151515,1.0,66.0
636.0,2635.0,5.0,3.0,0.127907,11.0,86.0
636.0,2635.0,5.0,4.0,0.0810811,6.0,74.0
636.0,3310.0,5.0,6.0,0.224138,13.0,58.0
636.0,1280.0,5.0,6.0,0.0172414,1.0,58.0
636.0,3310.0,5.0,7.0,0.117647,8.0,68.0
636.0,1280.0,5.0,9.0,0.0862069,5.0,58.0
636.0,1280.0,6.0,5.0,0.108108,8.0,74.0
636.0,3310.0,6.0,5.0,0.027027,2.0,74.0
636.0,1280.0,6.0,6.0,0.0365854,3.0,82.0
636.0,3310.0,6.0,6.0,0.0487805,4.0,82.0
636.0,3310.0,6.0,7.0,0.109375,7.0,64.0
636.0,1280.0,6.0,7.0,0.046875,3.0,64.0
636.0,3310.0,6.0,8.0,0.103448,6.0,58.0
636.0,1280.0,6.0,8.0,0.0689655,4.0,58.0
636.0,1280.0,6.0,9.0,0.135135,10.0,74.0
636.0,3310.0,6.0,9.0,0.0540541,4.0,74.0
636.0,1280.0,6.0,10.0,0.0625,5.0,80.0
636.0,1280.0,7.0,3.0,0.0875,7.0,80.0
636.0,1280.0,7.0,4.0,0.0833333,7.0,84.0
636.0,3310.0,7.0,4.0,0.0119048,1.0,84.0
636.0,1280.0,7.0,5.0,0.227273,15.0,66.0
636.0,3310.0,7.0,5.0,0.0757576,5.0,66.0
636.0,3310.0,7.0,6.0,0.0609756,5.0,82.0
636.0,1280.0,7.0,6.0,0.0121951,1.0,82.0
636.0,1280.0,7.0,7.0,0.185714,13.0,70.0
636.0,3310.0,7.0,7.0,0.0285714,2.0,70.0
636.0,1280.0,7.0,8.0,0.217391,10.0,46.0
636.0,3310.0,7.0,8.0,0.217391,10.0,46.0
636.0,1280.0,7.0,9.0,0.0131579,1.0,76.0
636.0,1280.0,8.0,3.0,0.136364,9.0,66.0
636.0,1280.0,8.0,4.0,0.277778,20.0,72.0
636.0,1280.0,8.0,5.0,0.109756,9.0,82.0
636.0,3310.0,8.0,6.0,0.228571,16.0,70.0
636.0,1280.0,8.0,6.0,0.114286,8.0,70.0
636.0,3310.0,8.0,7.0,0.0625,4.0,64.0
636.0,1280.0,8.0,7.0,0.375,24.0,64.0
636.0,1280.0,8.0,8.0,0.185714,13.0,70.0
636.0,1280.0,8.0,9.0,0.0625,4.0,64.0
636.0,1280.0,9.0,3.0,0.09375,6.0,64.0
636.0,1280.0,9.0,4.0,0.121622,9.0,74.0
636.0,1280.0,9.0,6.0,0.2,14.0,70.0
636.0,1280.0,9.0,7.0,0.640625,41.0,64.0
636.0,1280.0,9.0,8.0,0.148649,11.0,74.0
636.0,1280.0,9.0,9.0,0.111111,6.0,54.0
636.0,1280.0,9.0,10.0,0.109756,9.0,82.0
636.0,1280.0,10.0,7.0,0.217949,17.0,78.0
636.0,1280.0,10.0,8.0,0.319149,30.0,94.0
636.0,1280.0,10.0,9.0,0.25,18.0,72.0
636.0,1280.0,10.0,10.0,0.138298,13.0,94.0

637.0,2635.0,1.0,2.0,0.0232558,2.0,86.0
637.0,2635.0,1.0,3.0,0.102041,10.0,98.0
637.0,2635.0,1.0,4.0,0.0408163,4.0,98.0
637.0,2635.0,1.0,5.0,0.111111,10.0,90.0
637.0,2635.0,1.0,6.0,0.0357143,3.0,84.0
637.0,2635.0,2.0,1.0,0.0294118,2.0,68.0
637.0,2635.0,2.0,2.0,0.192308,15.0,78.0
637.0,2635.0,2.0,3.0,0.269231,14.0,52.0
637.0,2635.0,2.0,4.0,0.0806452,5.0,62.0
637.0,2635.0,2.0,5.0,0.0192308,1.0,52.0
637.0,2635.0,3.0,1.0,0.173913,16.0,92.0
637.0,2635.0,3.0,2.0,0.197368,15.0,76.0
637.0,2635.0,3.0,3.0,0.121212,8.0,66.0
637.0,2635.0,4.0,1.0,0.0810811,6.0,74.0
637.0,2635.0,4.0,2.0,0.0454545,3.0,66.0
637.0,2635.0,4.0,3.0,0.0535714,3.0,56.0
637.0,2635.0,4.0,4.0,0.0138889,1.0,72.0
637.0,3310.0,4.0,6.0,0.0166667,1.0,60.0
637.0,2635.0,5.0,2.0,0.0138889,1.0,72.0
637.0,2635.0,5.0,3.0,0.0744681,7.0,94.0
637.0,2635.0,5.0,4.0,0.0540541,4.0,74.0
637.0,3310.0,5.0,6.0,0.142857,8.0,56.0
637.0,3310.0,5.0,7.0,0.12766,12.0,94.0
637.0,1280.0,5.0,9.0,0.108108,8.0,74.0
637.0,2635.0,6.0,3.0,0.02,1.0,50.0
637.0,1280.0,6.0,5.0,0.0897436,7.0,78.0
637.0,3310.0,6.0,5.0,0.0128205,1.0,78.0
637.0,1280.0,6.0,6.0,0.0875,7.0,80.0
637.0,3310.0,6.0,6.0,0.05,4.0,80.0
637.0,3310.0,6.0,7.0,0.119048,10.0,84.0
637.0,1280.0,6.0,7.0,0.047619,4.0,84.0
637.0,1280.0,6.0,8.0,0.0454545,4.0,88.0
637.0,3310.0,6.0,8.0,0.0681818,6.0,88.0
637.0,1280.0,6.0,9.0,0.132353,9.0,68.0
637.0,3310.0,6.0,9.0,0.0147059,1.0,68.0
637.0,1280.0,6.0,10.0,0.0681818,6.0,88.0
637.0,1280.0,7.0,3.0,0.0657895,5.0,76.0
637.0,1280.0,7.0,4.0,0.0833333,5.0,60.0
637.0,1280.0,7.0,5.0,0.209677,13.0,62.0
637.0,3310.0,7.0,5.0,0.0322581,2.0,62.0
637.0,3310.0,7.0,6.0,0.025641,2.0,78.0
637.0,1280.0,7.0,6.0,0.0128205,1.0,78.0
637.0,1280.0,7.0,7.0,0.157895,12.0,76.0
637.0,3310.0,7.0,7.0,0.0789474,6.0,76.0
637.0,1280.0,7.0,8.0,0.214286,15.0,70.0
637.0,3310.0,7.0,8.0,0.2,14.0,70.0
637.0,1280.0,7.0,9.0,0.0487805,4.0,82.0
637.0,1280.0,7.0,10.0,0.030303,2.0,66.0
637.0,1280.0,8.0,3.0,0.2,14.0,70.0
637.0,1280.0,8.0,4.0,0.212121,14.0,66.0
637.0,1280.0,8.0,5.0,0.147727,13.0,88.0
637.0,3310.0,8.0,6.0,0.130952,11.0,84.0
637.0,1280.0,8.0,6.0,0.0833333,7.0,84.0
637.0,1280.0,8.0,7.0,0.375,30.0,80.0
637.0,3310.0,8.0,7.0,0.075,6.0,80.0
637.0,1280.0,8.0,8.0,0.184211,14.0,76.0
637.0,1280.0,8.0,10.0,0.0128205,1.0,78.0
637.0,1280.0,9.0,3.0,0.115385,6.0,52.0
637.0,1280.0,9.0,4.0,0.0810811,6.0,74.0
637.0,1280.0,9.0,6.0,0.285714,16.0,56.0
637.0,1280.0,9.0,7.0,0.583333,35.0,60.0
637.0,1280.0,9.0,8.0,0.175676,13.0,74.0
637.0,1280.0,9.0,9.0,0.134615,7.0,52.0
637.0,1280.0,9.0,10.0,0.109756,9.0,82.0
637.0,1280.0,10.0,6.0,0.0108696,1.0,92.0
637.0,1280.0,10.0,7.0,0.192308,15.0,78.0
637.0,1280.0,10.0,8.0,0.349057,37.0,106.0
637.0,1280.0,10.0,9.0,0.184211,14.0,76.0
637.0,1280.0,10.0,10.0,0.144737,11.0,76.0

638.0,2635.0,1.0,2.0,0.0222222,2.0,90.0
638.0,2635.0,1.0,3.0,0.203125,13.0,64.0
638.0,2635.0,1.0,4.0,0.0431034,5.0,116.0
638.0,2635.0,1.0,5.0,0.0957447,9.0,94.0
638.0,2635.0,1.0,6.0,0.0344828,2.0,58.0
638.0,2635.0,2.0,1.0,0.106061,7.0,66.0
638.0,2635.0,2.0,2.0,0.155556,14.0,90.0
638.0,2635.0,2.0,3.0,0.267857,15.0,56.0
638.0,2635.0,2.0,4.0,0.0769231,4.0,52.0
638.0,2635.0,2.0,5.0,0.025641,2.0,78.0
638.0,2635.0,3.0,1.0,0.175,14.0,80.0
638.0,2635.0,3.0,2.0,0.25641,20.0,78.0
638.0,2635.0,3.0,3.0,0.148649,11.0,74.0
638.0,2635.0,4.0,1.0,0.147059,10.0,68.0
638.0,2635.0,4.0,2.0,0.078125,5.0,64.0
638.0,2635.0,4.0,3.0,0.0555556,3.0,54.0
638.0,3310.0,4.0,6.0,0.0147059,1.0,68.0
638.0,2635.0,5.0,3.0,0.0930233,8.0,86.0
638.0,2635.0,5.0,4.0,0.0609756,5.0,82.0
638.0,3310.0,5.0,6.0,0.275862,16.0,58.0
638.0,3310.0,5.0,7.0,0.0357143,2.0,56.0
638.0,1280.0,5.0,8.0,0.0285714,2.0,70.0
638.0,1280.0,5.0,9.0,0.0952381,8.0,84.0
638.0,1280.0,6.0,5.0,0.144737,11.0,76.0
638.0,3310.0,6.0,5.0,0.0131579,1.0,76.0
638.0,1280.0,6.0,6.0,0.0454545,3.0,66.0
638.0,3310.0,6.0,6.0,0.0151515,1.0,66.0
638.0,1280.0,6.0,7.0,0.0263158,2.0,76.0
638.0,3310.0,6.0,7.0,0.0921053,7.0,76.0
638.0,3310.0,6.0,8.0,0.046875,3.0,64.0
638.0,1280.0,6.0,8.0,0.078125,5.0,64.0
638.0,1280.0,6.0,9.0,0.216216,16.0,74.0
638.0,1280.0,6.0,10.0,0.025641,2.0,78.0
638.0,1280.0,7.0,3.0,0.0581395,5.0,86.0
638.0,1280.0,7.0,4.0,0.03125,2.0,64.0
638.0,1280.0,7.0,5.0,0.153846,12.0,78.0
638.0,3310.0,7.0,5.0,0.025641,2.0,78.0
638.0,3310.0,7.0,6.0,0.0416667,3.0,72.0
638.0,1280.0,7.0,6.0,0.0277778,2.0,72.0
638.0,1280.0,7.0,7.0,0.152778,11.0,72.0
638.0,3310.0,7.0,7.0,0.138889,10.0,72.0
638.0,1280.0,7.0,8.0,0.152778,11.0,72.0
638.0,3310.0,7.0,8.0,0.291667,21.0,72.0
638.0,1280.0,7.0,9.0,0.0405405,3.0,74.0
638.0,1280.0,7.0,10.0,0.0285714,2.0,70.0
638.0,1280.0,8.0,3.0,0.296296,16.0,54.0
638.0,1280.0,8.0,4.0,0.2,16.0,80.0
638.0,1280.0,8.0,5.0,0.215909,19.0,88.0
638.0,3310.0,8.0,6.0,0.15,12.0,80.0
638.0,1280.0,8.0,6.0,0.1,8.0,80.0
638.0,1280.0,8.0,7.0,0.431373,44.0,102.0
638.0,3310.0,8.0,7.0,0.0294118,3.0,102.0
638.0,1280.0,8.0,8.0,0.131579,10.0,76.0
638.0,1280.0,8.0,9.0,0.0204082,2.0,98.0
638.0,1280.0,8.0,10.0,0.0147059,1.0,68.0
638.0,1280.0,9.0,3.0,0.0952381,8.0,84.0
638.0,1280.0,9.0,4.0,0.0833333,5.0,60.0
638.0,1280.0,9.0,6.0,0.277778,15.0,54.0
638.0,1280.0,9.0,7.0,0.708333,51.0,72.0
638.0,1280.0,9.0,8.0,0.1875,12.0,64.0
638.0,1280.0,9.0,9.0,0.161765,11.0,68.0
638.0,1280.0,9.0,10.0,0.105263,8.0,76.0
638.0,1280.0,10.0,6.0,0.03,3.0,100.0
638.0,1280.0,10.0,7.0,0.235294,16.0,68.0
638.0,1280.0,10.0,8.0,0.236364,26.0,110.0
638.0,1280.0,10.0,9.0,0.28125,18.0,64.0
638.0,1280.0,10.0,10.0,0.219512,18.0,82.0

639.0,2635.0,1.0,2.0,0.0263158,2.0,76.0
639.0,2635.0,1.0,3.0,0.128571,9.0,70.0
639.0,2635.0,1.0,4.0,0.0438596,5.0,114.0
639.0,2635.0,1.0,5.0,0.114286,8.0,70.0
639.0,2635.0,1.0,6.0,0.0571429,4.0,70.0
639.0,2635.0,2.0,1.0,0.076087,7.0,92.0
639.0,2635.0,2.0,2.0,0.135135,10.0,74.0
639.0,2635.0,2.0,3.0,0.220588,15.0,68.0
639.0,2635.0,2.0,4.0,0.078125,5.0,64.0
639.0,2635.0,2.0,5.0,0.0138889,1.0,72.0
639.0,2635.0,3.0,1.0,0.129032,8.0,62.0
639.0,2635.0,3.0,2.0,0.171429,12.0,70.0
639.0,2635.0,3.0,3.0,0.1,7.0,70.0
639.0,2635.0,4.0,1.0,0.202703,15.0,74.0
639.0,2635.0,4.0,2.0,0.078125,5.0,64.0
639.0,2635.0,4.0,3.0,0.0384615,3.0,78.0
639.0,2635.0,5.0,1.0,0.0384615,3.0,78.0
639.0,2635.0,5.0,3.0,0.0735294,5.0,68.0
639.0,2635.0,5.0,4.0,0.0540541,4.0,74.0
639.0,3310.0,5.0,6.0,0.338235,23.0,68.0
639.0,3310.0,5.0,7.0,0.0428571,3.0,70.0
639.0,1280.0,5.0,8.0,0.0135135,1.0,74.0
639.0,1280.0,5.0,9.0,0.109756,9.0,82.0
639.0,2635.0,6.0,3.0,0.016129,1.0,62.0
639.0,1280.0,6.0,5.0,0.075,6.0,80.0
639.0,3310.0,6.0,5.0,0.0125,1.0,80.0
639.0,1280.0,6.0,6.0,0.0972222,7.0,72.0
639.0,3310.0,6.0,6.0,0.0555556,4.0,72.0
639.0,3310.0,6.0,7.0,0.0961538,5.0,52.0
639.0,1280.0,6.0,7.0,0.0384615,2.0,52.0
639.0,3310.0,6.0,8.0,0.114286,8.0,70.0
639.0,1280.0,6.0,8.0,0.1,7.0,70.0
639.0,1280.0,6.0,9.0,0.1875,15.0,80.0
639.0,1280.0,6.0,10.0,0.0277778,2.0,72.0
639.0,1280.0,7.0,3.0,0.037037,4.0,108.0
639.0,1280.0,7.0,4.0,0.0806452,5.0,62.0
639.0,3310.0,7.0,4.0,0.016129,1.0,62.0
639.0,1280.0,7.0,5.0,0.131579,10.0,76.0
639.0,3310.0,7.0,5.0,0.0131579,1.0,76.0
639.0,1280.0,7.0,6.0,0.0441176,3.0,68.0
639.0,1280.0,7.0,7.0,0.138889,10.0,72.0
639.0,3310.0,7.0,7.0,0.222222,16.0,72.0
639.0,1280.0,7.0,8.0,0.205882,14.0,68.0
639.0,3310.0,7.0,8.0,0.264706,18.0,68.0
639.0,1280.0,7.0,9.0,0.0208333,1.0,48.0
639.0,1280.0,8.0,3.0,0.235294,16.0,68.0
639.0,1280.0,8.0,4.0,0.235294,16.0,68.0
639.0,1280.0,8.0,5.0,0.128571,9.0,70.0
639.0,3310.0,8.0,5.0,0.0142857,1.0,70.0
639.0,3310.0,8.0,6.0,0.166667,12.0,72.0
639.0,1280.0,8.0,6.0,0.0833333,6.0,72.0
639.0,1280.0,8.0,7.0,0.445652,41.0,92.0
639.0,3310.0,8.0,7.0,0.0217391,2.0,92.0
639.0,1280.0,8.0,8.0,0.12963,7.0,54.0
639.0,1280.0,8.0,9.0,0.0131579,1.0,76.0
639.0,1280.0,9.0,3.0,0.0714286,5.0,70.0
639.0,1280.0,9.0,4.0,0.0875,7.0,80.0
639.0,1280.0,9.0,6.0,0.423077,22.0,52.0
639.0,1280.0,9.0,7.0,0.714286,60.0,84.0
639.0,1280.0,9.0,8.0,0.190476,16.0,84.0
639.0,1280.0,9.0,9.0,0.132353,9.0,68.0
639.0,1280.0,9.0,10.0,0.160714,9.0,56.0
639.0,1280.0,10.0,6.0,0.0512821,4.0,78.0
639.0,1280.0,10.0,7.0,0.141304,13.0,92.0
639.0,1280.0,10.0,8.0,0.282051,22.0,78.0
639.0,1280.0,10.0,9.0,0.25,17.0,68.0
639.0,1280.0,10.0,10.0,0.207317,17.0,82.0

640.0,2635.0,1.0,2.0,0.0543478,5.0,92.0
640.0,2635.0,1.0,3.0,0.142857,10.0,70.0
640.0,2635.0,1.0,4.0,0.0625,6.0,96.0
640.0,2635.0,1.0,5.0,0.114583,11.0,96.0
640.0,2635.0,1.0,6.0,0.0487805,4.0,82.0
640.0,2635.0,2.0,1.0,0.142857,12.0,84.0
640.0,2635.0,2.0,2.0,0.0897436,7.0,78.0
640.0,2635.0,2.0,3.0,0.155172,9.0,58.0
640.0,2635.0,2.0,4.0,0.114286,8.0,70.0
640.0,2635.0,2.0,5.0,0.0227273,2.0,88.0
640.0,2635.0,2.0,6.0,0.0147059,1.0,68.0
640.0,2635.0,3.0,1.0,0.166667,13.0,78.0
640.0,2635.0,3.0,2.0,0.180556,13.0,72.0
640.0,2635.0,3.0,3.0,0.16129,10.0,62.0
640.0,2635.0,4.0,1.0,0.205882,14.0,68.0
640.0,2635.0,4.0,2.0,0.0769231,6.0,78.0
640.0,2635.0,4.0,3.0,0.0172414,1.0,58.0
640.0,3310.0,4.0,6.0,0.0416667,3.0,72.0
640.0,2635.0,5.0,1.0,0.0735294,5.0,68.0
640.0,2635.0,5.0,2.0,0.0121951,1.0,82.0
640.0,2635.0,5.0,3.0,0.0645161,4.0,62.0
