D s LL
0.01 0 -25.9923369877922
0.02 0 -25.3872385853716
0.05 0 -24.7720390838134
0.01 0.01 -25.8524794328762
0.02 0.01 -25.1442610678607
0.05 0.01 -24.3954973976928
0.01 0.02 -25.7090869700322
0.02 0.02 -24.7782355848414
0.05 0.02 -24.007919963377
0.01 0.03 -25.5619970236643
0.02 0.03 -24.4030734136098
0.05 0.03 -23.6080885966914
0.01 0.04 -25.4110522997356
0.02 0.04 -24.0178432331917
0.05 0.04 -23.1946626270204
0.01 0.05 -25.2561029160862
0.02 0.05 -23.6215180112812
0.05 0.05 -22.7661789446719
0.01 0.06 -24.8965668671217
0.02 0.06 -23.2129715254626
0.05 0.06 -22.3210581583627
0.01 0.07 -24.5274658408159
0.02 0.07 -22.7909783639589
0.05 0.07 -21.8576190490961
0.01 0.08 -24.1492546974383
0.02 0.08 -22.3542189735281
0.05 0.08 -21.3741037582274
0.01 0.09 -23.7610618910503
0.02 0.09 -21.9012915916429
0.05 0.09 -20.8687162760912
0.01 0.1 -23.361940622897
0.02 0.1 -21.4307330886559
0.05 0.1 -20.339676757775
