D s LL
0.01 0 -347.167592712183
0.02 0 -372.49181697844
0.05 0 -408.261374326653
0.01 0.01 -262.728893687151
0.02 0.01 -297.064928061221
0.05 0.01 -338.18315861891
0.01 0.02 -955.113452902914
0.02 0.02 -453.691762433636
0.05 0.02 -263.625866518902
0.01 0.03 -1282.99630274422
0.02 0.03 -958.920585040011
0.05 0.03 -719.328893014348
0.01 0.04 -1565.71324483414
0.02 0.04 -1284.78334045967
0.05 0.04 -1031.7725281209
0.01 0.05 -1715.96725617912
0.02 0.05 -1538.05658381077
0.05 0.05 -1336.39414716184
0.01 0.06 -1774.65835219675
0.02 0.06 -1708.42108124876
0.05 0.06 -1514.31386138158
0.01 0.07 -1806.64603072333
0.02 0.07 -1766.26899292572
0.05 0.07 -1658.51276906009
0.01 0.08 -1825.64487565872
0.02 0.08 -1790.22156473412
0.05 0.08 -1750.98343712058
0.01 0.09 -1839.23166147434
0.02 0.09 -1815.67906406806
0.05 0.09 -1788.95931074474
0.01 0.1 -1855.75403004999
0.02 0.1 -1846.2523232888
0.05 0.1 -1815.68407134667
