D s LL
0.01 0 -358.2714471887
0.02 0 -359.802880010419
0.05 0 -362.691027396132
0.01 0.01 -352.747555129313
0.02 0.01 -351.712122875759
0.05 0.01 -347.520230587373
0.01 0.02 -329.323124454393
0.02 0.02 -301.875086264602
0.05 0.02 -280.591427632062
0.01 0.03 -423.50933186039
0.02 0.03 -454.75083381959
0.05 0.03 -440.963456758055
0.01 0.04 -682.938452602487
0.02 0.04 -791.609510791134
0.05 0.04 -809.804262496159
0.01 0.05 -979.737956151818
0.02 0.05 -1111.18817918654
0.05 0.05 -1186.40475304346
0.01 0.06 -1245.68176649408
0.02 0.06 -1381.30795544862
0.05 0.06 -1687.57256065502
0.01 0.07 -1463.18544286779
0.02 0.07 -1693.3526042504
0.05 0.07 -2006.31074757723
0.01 0.08 -1699.11389242908
0.02 0.08 -2036.65677566659
0.05 0.08 -2134.02871851421
0.01 0.09 -1855.62049664036
0.02 0.09 -2282.51482102271
0.05 0.09 -2226.2499397336
0.01 0.1 -2042.64532990767
0.02 0.1 -2383.93440065308
0.05 0.1 -2333.37396295551
