D s LL
0.01 0 -339.26015504206
0.02 0 -346.619569951431
0.05 0 -358.259704136378
0.01 0.01 -506.635245300163
0.02 0.01 -261.867641610234
0.05 0.01 -234.677421880686
0.01 0.02 -1176.34864526126
0.02 0.02 -874.871146322026
0.05 0.02 -734.933154964546
0.01 0.03 -1649.07260361203
0.02 0.03 -1506.75031560072
0.05 0.03 -1240.78329103594
0.01 0.04 -1898.97042443111
0.02 0.04 -1787.31257313996
0.05 0.04 -1687.91489546014
0.01 0.05 -1998.08841572388
0.02 0.05 -1971.71381959828
0.05 0.05 -1886.00645935912
0.01 0.06 -2070.88746559903
0.02 0.06 -2075.30030754904
0.05 0.06 -2087.84045667557
0.01 0.07 -2143.84098644388
0.02 0.07 -2202.87150014486
0.05 0.07 -2217.57434081763
0.01 0.08 -2218.97158585209
0.02 0.08 -2291.43789575164
0.05 0.08 -2312.17076731705
0.01 0.09 -2280.59927352104
0.02 0.09 -2336.70360072168
0.05 0.09 -2403.89752906737
0.01 0.1 -2325.21527612247
0.02 0.1 -2366.33011397235
0.05 0.1 -2455.91826454795
