D s LL
0.01 0 -48.0748744278818
0.02 0 -52.1621160182605
0.05 0 -58.0030585699757
0.01 0.01 -44.2266404130217
0.02 0.01 -48.474515939201
0.05 0.01 -55.5671396198093
0.01 0.02 -40.2467021235846
0.02 0.02 -44.6912596573038
0.05 0.02 -51.9979898182373
0.01 0.03 -36.1168649520034
0.02 0.03 -40.7693981413156
0.05 0.03 -48.352767868487
0.01 0.04 -32.011550591307
0.02 0.04 -36.6676070075455
0.05 0.04 -44.5888492726559
0.01 0.05 -29.4280194486841
0.02 0.05 -32.4903704605655
0.05 0.05 -40.6609844585714
0.01 0.06 -39.7286438958711
0.02 0.06 -29.4005583388517
0.05 0.06 -36.6504861368472
0.01 0.07 -90.212522367392
0.02 0.07 -36.0769019302687
0.05 0.07 -33.519234574517
0.01 0.08 -125.054468203518
0.02 0.08 -69.8981161959781
0.05 0.08 -37.4217735856876
0.01 0.09 -137.288189509053
0.02 0.09 -105.906705533819
0.05 0.09 -60.7221038179531
0.01 0.1 -142.932631971967
0.02 0.1 -129.514141951861
0.05 0.1 -86.5872545139345
