D s LL
0.01 0 -13.3365284184084
0.02 0 -13.3365284184084
0.05 0 -13.3365284184084
0.01 0.01 -13.3365284184084
0.02 0.01 -13.3365284184084
0.05 0.01 -13.3365284184084
0.01 0.02 -13.3365284184084
0.02 0.02 -12.9915229044211
0.05 0.02 -12.6913228158481
0.01 0.03 -13.0632651601993
0.02 0.03 -12.2601900594834
0.05 0.03 -11.5505901662509
0.01 0.04 -12.3185333590719
0.02 0.04 -11.5725812427332
0.05 0.04 -10.3881441210959
0.01 0.05 -11.6101028296579
0.02 0.05 -10.681193975487
0.05 0.05 -9.38403107677568
0.01 0.06 -10.9977930335011
0.02 0.06 -9.84122945989437
0.05 0.06 -8.75209668038744
0.01 0.07 -10.6639403370058
0.02 0.07 -9.713763821464
0.05 0.07 -9.05959038348189
0.01 0.08 -11.0513997160813
0.02 0.08 -11.7409180354576
0.05 0.08 -12.034833471934
0.01 0.09 -12.937906337498
0.02 0.09 -19.9793059649045
0.05 0.09 -23.4053159258649
0.01 0.1 -18.5650536054088
0.02 0.1 -38.7644347014968
0.05 0.1 -50.3069483514169
