D s LL
0.01 0 -501.829654101903
0.02 0 -557.139914090397
0.05 0 -40.0019145947107
0.01 0.01 -524.684805773865
0.02 0.01 -582.647554354419
0.05 0.01 -179.372157540462
0.01 0.02 -547.322203500544
0.02 0.02 -604.636003949907
0.05 0.02 -309.482750753707
0.01 0.03 -569.433195695557
0.02 0.03 -624.123125121766
0.05 0.03 -415.196500413051
0.01 0.04 -590.388794541949
0.02 0.04 -641.797237684669
0.05 0.04 -493.695789301521
0.01 0.05 -609.609385835204
0.02 0.05 -658.109692445491
0.05 0.05 -553.292719184452
0.01 0.06 -627.234341058587
0.02 0.06 -672.839170004482
0.05 0.06 -599.147602743048
0.01 0.07 -643.367551439084
0.02 0.07 -686.019184295118
0.05 0.07 -634.208225434037
0.01 0.08 -658.124896104404
0.02 0.08 -697.665263609883
0.05 0.08 -660.988690461685
0.01 0.09 -671.63328139048
0.02 0.09 -707.832960651668
0.05 0.09 -681.784778729132
0.01 0.1 -684.024867705441
0.02 0.1 -716.658262326614
0.05 0.1 -698.401614620193
