D s LL
0.01 0 -57.4956244420476
0.02 0 -58.6729668954305
0.05 0 -61.7280405414327
0.01 0.01 -54.9620463712775
0.02 0.01 -55.822733215477
0.05 0.01 -59.4358814491133
0.01 0.02 -52.1506488737958
0.02 0.02 -52.706926087215
0.05 0.02 -55.7804681231366
0.01 0.03 -49.2845180792077
0.02 0.03 -49.5964707466011
0.05 0.03 -52.236928842796
0.01 0.04 -46.8174168037492
0.02 0.04 -46.6149272446084
0.05 0.04 -49.0122812712736
0.01 0.05 -45.1388810275605
0.02 0.05 -44.4892847743788
0.05 0.05 -46.2832452743526
0.01 0.06 -45.1380916521383
0.02 0.06 -44.2237749262603
0.05 0.06 -44.7790192839691
0.01 0.07 -49.9229897480853
0.02 0.07 -48.5228714026076
0.05 0.07 -46.0134960921339
0.01 0.08 -69.3563305874252
0.02 0.08 -65.7764525370189
0.05 0.08 -53.8046113456077
0.01 0.09 -109.094691682102
0.02 0.09 -109.750096706304
0.05 0.09 -78.7740290406206
0.01 0.1 -144.972803223128
0.02 0.1 -160.934124904395
0.05 0.1 -135.733577874652
