D s LL
0.01 0 -2721.61717670899
0.02 0 -2759.87246178019
0.05 0 -2806.89365609527
0.01 0.01 -3140.71820856296
0.02 0.01 -2423.36762908126
0.05 0.01 -2175.04826435533
0.01 0.02 -6189.26746696251
0.02 0.02 -6093.66701850341
0.05 0.02 -5350.53554378156
0.01 0.03 -8482.95691329932
0.02 0.03 -8857.8453380542
0.05 0.03 -8732.04878813789
0.01 0.04 -9910.40916169
0.02 0.04 -10343.4437824786
0.05 0.04 -10413.1225741677
0.01 0.05 -10810.6191474006
0.02 0.05 -11416.1905363608
0.05 0.05 -11888.4410141212
0.01 0.06 -11546.6660926065
0.02 0.06 -12112.2155356458
0.05 0.06 -12961.0238759608
0.01 0.07 -12208.0044445681
0.02 0.07 -12993.6820168018
0.05 0.07 -13657.200367894
0.01 0.08 -12755.6639742922
0.02 0.08 -13840.3651441214
0.05 0.08 -14332.2481030394
0.01 0.09 -13329.5936593728
0.02 0.09 -14504.0841876094
0.05 0.09 -15127.0401542611
0.01 0.1 -13950.7677692778
0.02 0.1 -15043.7892281881
0.05 0.1 -15850.9222454991
