D s LL
0.01 0 -152.320704274826
0.02 0 -152.580374510414
0.05 0 -152.989482008035
0.01 0.01 -146.704598752961
0.02 0.01 -145.851200103118
0.05 0.01 -146.068645525382
0.01 0.02 -131.855859121883
0.02 0.02 -115.436385481224
0.05 0.02 -115.976202274773
0.01 0.03 -207.266138913215
0.02 0.03 -196.196903471022
0.05 0.03 -184.943243807361
0.01 0.04 -388.439522760259
0.02 0.04 -440.654544728709
0.05 0.04 -446.703831260968
0.01 0.05 -704.131771363853
0.02 0.05 -696.46023671579
0.05 0.05 -614.45284326929
0.01 0.06 -778.121137940567
0.02 0.06 -787.178160000167
0.05 0.06 -800.292447699375
0.01 0.07 -814.40756011701
0.02 0.07 -865.910139919167
0.05 0.07 -919.200379786851
0.01 0.08 -845.320177768212
0.02 0.08 -931.240263073136
0.05 0.08 -958.997442316428
0.01 0.09 -904.616562496408
0.02 0.09 -972.192505763819
0.05 0.09 -977.542363847387
0.01 0.1 -947.449103493762
0.02 0.1 -987.876243056216
0.05 0.1 -983.017897187569
