D s LL
0.01 0 -427.974505702781
0.02 0 -428.936265410491
0.05 0 -428.978752414543
0.01 0.01 -339.391166078496
0.02 0.01 -354.832450683807
0.05 0.01 -380.615875737594
0.01 0.02 -629.533398517325
0.02 0.02 -492.666798015689
0.05 0.02 -335.308479369344
0.01 0.03 -1571.27270426949
0.02 0.03 -1460.33196431617
0.05 0.03 -1304.47228949411
0.01 0.04 -1951.10458695173
0.02 0.04 -1914.63270657285
0.05 0.04 -1824.2670254395
0.01 0.05 -2110.8711964944
0.02 0.05 -2109.07962897083
0.05 0.05 -2044.02574388579
0.01 0.06 -2220.67116526656
0.02 0.06 -2180.99384124147
0.05 0.06 -2165.3683665933
0.01 0.07 -2257.32296732572
0.02 0.07 -2228.32542659978
0.05 0.07 -2191.34259698999
0.01 0.08 -2286.06203518058
0.02 0.08 -2278.82255437477
0.05 0.08 -2260.04583499412
0.01 0.09 -2323.8452456098
0.02 0.09 -2329.66917386279
0.05 0.09 -2319.64909626907
0.01 0.1 -2395.31173880807
0.02 0.1 -2370.68026413636
0.05 0.1 -2346.8041404966
