D s LL
0.01 0 -18.3892296495564
0.02 0 -17.9582600256469
0.05 0 -17.8972938676236
0.01 0.01 -18.2293716519293
0.02 0.01 -17.8070978261326
0.05 0.01 -17.0577617073173
0.01 0.02 -18.1073523037777
0.02 0.02 -17.6940703551717
0.05 0.02 -16.2641041163366
0.01 0.03 -18.0343906419693
0.02 0.03 -17.2022158475425
0.05 0.03 -15.5479387322872
0.01 0.04 -18.024849035688
0.02 0.04 -16.5479429347492
0.05 0.04 -14.9727446313759
0.01 0.05 -18.0969149748118
0.02 0.05 -16.0068819026108
0.05 0.05 -14.6770104585211
0.01 0.06 -18.1010351568919
0.02 0.06 -15.6458578890161
0.05 0.06 -14.9984305919882
0.01 0.07 -17.7394133478591
0.02 0.07 -15.607859132421
0.05 0.07 -16.8851978387992
0.01 0.08 -17.5844030452826
0.02 0.08 -16.1983339897821
0.05 0.08 -23.0614581375767
0.01 0.09 -17.7055288418685
0.02 0.09 -17.9703365954857
0.05 0.09 -37.3859775478281
0.01 0.1 -18.1962725579901
0.02 0.1 -21.7726815214385
0.05 0.1 -57.7527097953702
