D s LL
0.01 0 -5.00194323912038
0.02 0 -5.06196048880866
0.05 0 -5.3116067027206
0.01 0.01 -4.98663131793377
0.02 0.01 -5.03721906354939
0.05 0.01 -5.26944232695437
0.01 0.02 -4.97523369212678
0.02 0.02 -5.01571946908014
0.05 0.02 -5.22927429980989
0.01 0.03 -4.96802334231989
0.02 0.03 -4.99768868452599
0.05 0.03 -5.19124365984573
0.01 0.04 -4.96529122930531
0.02 0.04 -4.98336881865559
0.05 0.04 -5.15550109283188
0.01 0.05 -4.96734731574457
0.02 0.05 -4.97301800202511
0.05 0.05 -5.12220754387796
0.01 0.06 -4.97452162037193
0.02 0.06 -4.96691131362848
0.05 0.06 -5.09153486112303
0.01 0.07 -4.98716530132121
0.02 0.07 -4.96534174035135
0.05 0.07 -5.06366647145744
0.01 0.08 -5.00565176423819
0.02 0.08 -4.96862116686741
0.05 0.08 -5.03879808853683
0.01 0.09 -5.03037778974623
0.02 0.09 -4.97708139285267
0.05 0.09 -5.01713845309354
0.01 0.1 -5.06176467358729
0.02 0.1 -4.99107517351492
0.05 0.1 -4.99891010524452
