D s LL
0.01 0 -1071.85694206189
0.02 0 -1111.99932020325
0.05 0 -1184.74072538978
0.01 0.01 -2819.71972885269
0.02 0.01 -1754.56035614944
0.05 0.01 -720.187683757507
0.01 0.02 -4807.40374826979
0.02 0.02 -4314.86596124677
0.05 0.02 -3351.26723974233
0.01 0.03 -5549.26087850048
0.02 0.03 -5449.53317218362
0.05 0.03 -4946.96438540468
0.01 0.04 -5822.84851391053
0.02 0.04 -5792.76651042816
0.05 0.04 -5662.937611557
0.01 0.05 -6051.26096734397
0.02 0.05 -6113.29454217711
0.05 0.05 -5965.28001261665
0.01 0.06 -6173.99234521804
0.02 0.06 -6239.18391311779
0.05 0.06 -6248.79637134395
0.01 0.07 -6271.27682813161
0.02 0.07 -6432.63112035264
0.05 0.07 -6480.1808856269
0.01 0.08 -6406.15521977722
0.02 0.08 -6629.52006972176
0.05 0.08 -6691.72416460169
0.01 0.09 -6552.44385926597
0.02 0.09 -6752.00497187972
0.05 0.09 -6801.53629243173
0.01 0.1 -6679.02164343178
0.02 0.1 -6826.32721338175
0.05 0.1 -6873.07622090835
