D s LL
0.01 0 -49.3945520889524
0.02 0 -49.3945520889524
0.05 0 -49.3945520889524
0.01 0.01 -49.0815563144812
0.02 0.01 -48.4038730021809
0.05 0.01 -48.6762354208154
0.01 0.02 -43.8154488358195
0.02 0.02 -40.6862869901901
0.05 0.02 -41.0185714905904
0.01 0.03 -35.4302763634439
0.02 0.03 -31.7546793593663
0.05 0.03 -31.7522773866384
0.01 0.04 -28.4824164475704
0.02 0.04 -25.0475687199702
0.05 0.04 -24.6542752777297
0.01 0.05 -67.6459905178487
0.02 0.05 -62.6723611500331
0.05 0.05 -48.072585913534
0.01 0.06 -154.047177506197
0.02 0.06 -175.441148036989
0.05 0.06 -162.111856357677
0.01 0.07 -249.906026890368
0.02 0.07 -307.152745397523
0.05 0.07 -295.622623386808
0.01 0.08 -338.688271363908
0.02 0.08 -381.41201089672
0.05 0.08 -381.873683394199
0.01 0.09 -392.551565903847
0.02 0.09 -425.870501465247
0.05 0.09 -424.538354514263
0.01 0.1 -431.545521288984
0.02 0.1 -457.614118282076
0.05 0.1 -460.905960991205
