D s LL
0.01 0 -32.4358901119588
0.02 0 -31.446592274879
0.05 0 -30.665205994875
0.01 0.01 -31.3416945785684
0.02 0.01 -29.6350657552601
0.05 0.01 -28.262298771954
0.01 0.02 -29.6803910719883
0.02 0.02 -27.393513561277
0.05 0.02 -25.3760469557725
0.01 0.03 -28.0002054003998
0.02 0.03 -25.3140691886013
0.05 0.03 -22.6889258181218
0.01 0.04 -26.1537031509879
0.02 0.04 -23.4071113067076
0.05 0.04 -20.4254420334176
0.01 0.05 -24.8400470716607
0.02 0.05 -22.2337061027476
0.05 0.05 -19.117674594442
0.01 0.06 -25.6594863986388
0.02 0.06 -24.2988865057451
0.05 0.06 -20.1482602612157
0.01 0.07 -32.1117624824826
0.02 0.07 -37.488671970193
0.05 0.07 -27.6964268792751
0.01 0.08 -48.9693208750354
0.02 0.08 -72.3835328295523
0.05 0.08 -55.7667349553614
0.01 0.09 -76.6732078288168
0.02 0.09 -112.3478904981
0.05 0.09 -116.287307932362
0.01 0.1 -103.916986201367
0.02 0.1 -151.657435773022
0.05 0.1 -172.686705587341
