D s LL
0.01 0 -176.528472075725
0.02 0 -176.533835170913
0.05 0 -176.533835170913
0.01 0.01 -157.194852101613
0.02 0.01 -160.129296615533
0.05 0.01 -167.767325350489
0.01 0.02 -114.155492180994
0.02 0.02 -113.020214241811
0.05 0.02 -119.915269023168
0.01 0.03 -371.597684062195
0.02 0.03 -364.782923613678
0.05 0.03 -192.431137413027
0.01 0.04 -684.389049429466
0.02 0.04 -656.943350620697
0.05 0.04 -628.99304073342
0.01 0.05 -877.392845825828
0.02 0.05 -846.542003146745
0.05 0.05 -774.68981600272
0.01 0.06 -992.285881719191
0.02 0.06 -980.227088815205
0.05 0.06 -934.528087752997
0.01 0.07 -1051.36034669785
0.02 0.07 -1049.79061180591
0.05 0.07 -1038.88470506761
0.01 0.08 -1108.06182783072
0.02 0.08 -1102.27572217258
0.05 0.08 -1087.09549383859
0.01 0.09 -1175.99558125744
0.02 0.09 -1162.07916235543
0.05 0.09 -1141.7661486385
0.01 0.1 -1205.77077887774
0.02 0.1 -1195.83178694626
0.05 0.1 -1179.56912457717
