D s LL
0.01 0 -130.832096142229
0.02 0 -131.57377864775
0.05 0 -131.833804603238
0.01 0.01 -128.829940623592
0.02 0.01 -129.203883355386
0.05 0.01 -130.39965674039
0.01 0.02 -124.30328849658
0.02 0.02 -119.417819585086
0.05 0.02 -109.866651387905
0.01 0.03 -113.239647166691
0.02 0.03 -98.4121593791831
0.05 0.03 -83.2913716348895
0.01 0.04 -129.520593426494
0.02 0.04 -157.652876294818
0.05 0.04 -189.965430171128
0.01 0.05 -206.066465582192
0.02 0.05 -270.650937761177
0.05 0.05 -395.699674876577
0.01 0.06 -274.269134590572
0.02 0.06 -366.569821512972
0.05 0.06 -496.581122175866
0.01 0.07 -343.396341974685
0.02 0.07 -509.797458976558
0.05 0.07 -599.869187660287
0.01 0.08 -461.195251880409
0.02 0.08 -632.993738788338
0.05 0.08 -678.442395159629
0.01 0.09 -650.606019801473
0.02 0.09 -757.585984287493
0.05 0.09 -720.171620758736
0.01 0.1 -783.218182276623
0.02 0.1 -844.012371518544
0.05 0.1 -774.279747661117
