D s LL
0.01 0 -449.34126546824
0.02 0 -454.324057775274
0.05 0 -458.557899172044
0.01 0.01 -395.687650149026
0.02 0.01 -393.368399029285
0.05 0.01 -403.075232159692
0.01 0.02 -548.175985959104
0.02 0.02 -486.208772328719
0.05 0.02 -431.619302725237
0.01 0.03 -1057.67464797762
0.02 0.03 -865.667706499614
0.05 0.03 -745.377587782672
0.01 0.04 -1472.79400977207
0.02 0.04 -1454.5264329964
0.05 0.04 -1345.10274310984
0.01 0.05 -1903.78374752317
0.02 0.05 -1855.77376691707
0.05 0.05 -1766.32902519937
0.01 0.06 -2410.41880851913
0.02 0.06 -2460.24937185663
0.05 0.06 -2341.05275809504
0.01 0.07 -2706.13934692146
0.02 0.07 -2767.28314858802
0.05 0.07 -2670.57794308819
0.01 0.08 -2890.28329639098
0.02 0.08 -2922.9939947576
0.05 0.08 -2826.61891624702
0.01 0.09 -3034.84473337435
0.02 0.09 -3024.2123360415
0.05 0.09 -2955.04605525129
0.01 0.1 -3121.83781171543
0.02 0.1 -3120.97640433042
0.05 0.1 -3072.71253889092
