D s LL
0.01 0 -20.5002178784658
0.02 0 -21.7988379765695
0.05 0 -24.9058847180464
0.01 0.01 -19.5386116604057
0.02 0.01 -20.8234339628767
0.05 0.01 -23.9663207777274
0.01 0.02 -18.6072530092066
0.02 0.02 -19.8486899389904
0.05 0.02 -23.0165092303422
0.01 0.03 -17.7371380535822
0.02 0.03 -18.8858348693776
0.05 0.03 -22.0571646322787
0.01 0.04 -16.976471719298
0.02 0.04 -17.9539713368809
0.05 0.04 -21.090626713706
0.01 0.05 -16.3976700647984
0.02 0.05 -17.0836048239392
0.05 0.05 -20.1220903734237
0.01 0.06 -16.1070815312413
0.02 0.06 -16.3210594433794
0.05 0.06 -19.1613842559243
0.01 0.07 -16.25851030258
0.02 0.07 -15.7340161433847
0.05 0.07 -18.2253383059587
0.01 0.08 -17.0701899829725
0.02 0.08 -15.4185775912346
0.05 0.08 -17.3407067290866
0.01 0.09 -18.8385975504215
0.02 0.09 -15.5080126355555
0.05 0.09 -16.547594742505
0.01 0.1 -21.9259031219097
0.02 0.1 -16.1817464213334
0.05 0.1 -15.9034100880651
