D s LL
0.01 0 -214.352383693544
0.02 0 -217.425672040502
0.05 0 -220.673003639019
0.01 0.01 -185.051183364927
0.02 0.01 -186.370895840443
0.05 0.01 -193.20897754199
0.01 0.02 -237.022575429506
0.02 0.02 -213.642852163038
0.05 0.02 -169.552057846108
0.01 0.03 -567.915146204008
0.02 0.03 -586.17674337683
0.05 0.03 -549.477287491905
0.01 0.04 -976.549249182317
0.02 0.04 -1011.41968945562
0.05 0.04 -890.467696513865
0.01 0.05 -1101.34313915411
0.02 0.05 -1200.9383989267
0.05 0.05 -1163.21668515337
0.01 0.06 -1216.56354997901
0.02 0.06 -1250.37612134973
0.05 0.06 -1232.43106277525
0.01 0.07 -1271.08554796719
0.02 0.07 -1279.09967327616
0.05 0.07 -1262.66440396854
0.01 0.08 -1323.20682655169
0.02 0.08 -1340.91386476559
0.05 0.08 -1304.70199250433
0.01 0.09 -1373.38445461918
0.02 0.09 -1396.11502823435
0.05 0.09 -1371.74661224051
0.01 0.1 -1406.36623220369
0.02 0.1 -1432.52293770908
0.05 0.1 -1424.67581274955
