D s LL
0.01 0 -542.427653322825
0.02 0 -547.88341910757
0.05 0 -552.13539639021
0.01 0.01 -485.236643857847
0.02 0.01 -492.421125038652
0.05 0.01 -521.206764379094
0.01 0.02 -428.174878116209
0.02 0.02 -382.627699569081
0.05 0.02 -395.433176008066
0.01 0.03 -965.894031190827
0.02 0.03 -856.363483921066
0.05 0.03 -519.753405243501
0.01 0.04 -1642.11242860922
0.02 0.04 -1626.28570795255
0.05 0.04 -1470.16404734326
0.01 0.05 -2084.03749764969
0.02 0.05 -2346.70316082606
0.05 0.05 -2346.75486116003
0.01 0.06 -2855.93989520629
0.02 0.06 -3026.61829171475
0.05 0.06 -2837.70844930613
0.01 0.07 -3299.01279923072
0.02 0.07 -3392.20278822211
0.05 0.07 -3317.69727387029
0.01 0.08 -3512.04596167968
0.02 0.08 -3576.28858125868
0.05 0.08 -3513.16383765756
0.01 0.09 -3638.04878648754
0.02 0.09 -3705.89575880502
0.05 0.09 -3709.99754232901
0.01 0.1 -3740.32185181029
0.02 0.1 -3827.36121177359
0.05 0.1 -3900.70542886676
