D s LL
0.01 0 -44.2049096015389
0.02 0 -43.1360626852748
0.05 0 -42.6220497326518
0.01 0.01 -43.7712032421511
0.02 0.01 -42.6324730655497
0.05 0.01 -41.9093496884077
0.01 0.02 -43.3681260367698
0.02 0.02 -42.1471829309719
0.05 0.02 -41.2015800885911
0.01 0.03 -43.0051341348982
0.02 0.03 -41.6860553571698
0.05 0.03 -40.5014041807364
0.01 0.04 -42.6942942348273
0.02 0.04 -41.2564794524394
0.05 0.04 -39.8121699152992
0.01 0.05 -42.4508710466328
0.02 0.05 -40.8677217551556
0.05 0.05 -39.1380682645669
0.01 0.06 -42.293912272506
0.02 0.06 -40.5313230329134
0.05 0.06 -38.484323509062
0.01 0.07 -42.246687406015
0.02 0.07 -40.2615145252318
0.05 0.07 -37.8574185999599
0.01 0.08 -42.3367141543617
0.02 0.08 -40.0755961613775
0.05 0.08 -37.2653563679347
0.01 0.09 -42.5949513942042
0.02 0.09 -39.9941699214051
0.05 0.09 -36.7179526370677
0.01 0.1 -43.0536179856954
0.02 0.1 -40.0410543510888
0.05 0.1 -36.2271488513124
