D s LL
0.01 0 -47.2792511183836
0.02 0 -47.1498896877979
0.05 0 -47.330026091736
0.01 0.01 -46.6413995573169
0.02 0.01 -45.5790428151789
0.05 0.01 -45.2446347948968
0.01 0.02 -45.6239094245472
0.02 0.02 -43.0530246165881
0.05 0.02 -41.8643164247722
0.01 0.03 -43.2375130229326
0.02 0.03 -40.0573064413186
0.05 0.03 -38.0004704535857
0.01 0.04 -40.7973283674662
0.02 0.04 -36.6706369647413
0.05 0.04 -33.4746693455961
0.01 0.05 -38.2882806822878
0.02 0.05 -33.3912280798806
0.05 0.05 -29.3650104031035
0.01 0.06 -35.6316414004288
0.02 0.06 -30.5841003385476
0.05 0.06 -26.084523507195
0.01 0.07 -33.9731439606788
0.02 0.07 -28.8831542496729
0.05 0.07 -24.4906778240265
0.01 0.08 -34.9569754857377
0.02 0.08 -29.9802124890804
0.05 0.08 -26.5802879354622
0.01 0.09 -40.2329092029305
0.02 0.09 -38.6930365710091
0.05 0.09 -37.346227082306
0.01 0.1 -51.6322724316658
0.02 0.1 -58.0295394283393
0.05 0.1 -66.7791086839516
