D s LL
0.01 0 -34.8291719354894
0.02 0 -35.5408731645753
0.05 0 -35.520866419115
0.01 0.01 -33.6065317964886
0.02 0.01 -34.4381620377398
0.05 0.01 -35.2707680847614
0.01 0.02 -32.4297217221267
0.02 0.02 -32.8767323426998
0.05 0.02 -33.7130788621873
0.01 0.03 -31.0284347643673
0.02 0.03 -31.3742787664121
0.05 0.03 -32.1393091305401
0.01 0.04 -29.8175890001178
0.02 0.04 -29.9928696834428
0.05 0.04 -29.9567346369044
0.01 0.05 -29.1457369750397
0.02 0.05 -28.8702280553071
0.05 0.05 -27.0282417605056
0.01 0.06 -29.9894232597853
0.02 0.06 -27.7277862882365
0.05 0.06 -24.3240002621447
0.01 0.07 -36.2121966701951
0.02 0.07 -27.3353728548845
0.05 0.07 -22.4255554014472
0.01 0.08 -57.5014808227756
0.02 0.08 -31.3430897755711
0.05 0.08 -22.5147850636586
0.01 0.09 -75.5409565710928
0.02 0.09 -47.8484555700693
0.05 0.09 -28.1766026016339
0.01 0.1 -84.6020973820793
0.02 0.1 -67.6549888164594
0.05 0.1 -45.5800461575658
