D s LL
0.01 0 -15.5412994184174
0.02 0 -15.1704077887246
0.05 0 -15.6460862585786
0.01 0.01 -15.256869010392
0.02 0.01 -14.8882901601237
0.05 0.01 -15.3581123463087
0.01 0.02 -14.9757824578602
0.02 0.02 -14.6100793146586
0.05 0.02 -15.0728020673291
0.01 0.03 -14.6987302354115
0.02 0.03 -14.3365988318992
0.05 0.03 -14.6369925288103
0.01 0.04 -14.426540454739
0.02 0.04 -13.9346044921604
0.05 0.04 -14.1402143035758
0.01 0.05 -14.1602044460745
0.02 0.05 -13.455016188615
0.05 0.05 -13.6511358655611
0.01 0.06 -13.9009063509142
0.02 0.06 -12.9866780009966
0.05 0.06 -13.1715281470729
0.01 0.07 -13.4915269949459
0.02 0.07 -12.5320361859992
0.05 0.07 -12.7035611111041
0.01 0.08 -13.0329684612883
0.02 0.08 -12.0940483760021
0.05 0.08 -12.2498904574501
0.01 0.09 -12.5896661529517
0.02 0.09 -11.6762829144308
0.05 0.09 -11.8137619738424
0.01 0.1 -12.164752728925
0.02 0.1 -11.2830348133235
0.05 0.1 -11.3991366762014
