D s LL
0.01 0 -325.327623816978
0.02 0 -326.494076071976
0.05 0 -327.426784057258
0.01 0.01 -308.160255845304
0.02 0.01 -311.675662580189
0.05 0.01 -318.487423707487
0.01 0.02 -279.164735515418
0.02 0.02 -268.511317615224
0.05 0.02 -269.589095768863
0.01 0.03 -455.69919389945
0.02 0.03 -364.416496194065
0.05 0.03 -278.214438178927
0.01 0.04 -637.372380154296
0.02 0.04 -594.646692506018
0.05 0.04 -557.038872556908
0.01 0.05 -875.161018102607
0.02 0.05 -919.453764573694
0.05 0.05 -901.822343546681
0.01 0.06 -1038.02112757404
0.02 0.06 -1129.48767864804
0.05 0.06 -1109.61820297256
0.01 0.07 -1186.6301113768
0.02 0.07 -1266.32620527931
0.05 0.07 -1316.11481386227
0.01 0.08 -1314.13907479843
0.02 0.08 -1446.1022770166
0.05 0.08 -1527.32645151541
0.01 0.09 -1500.91307183049
0.02 0.09 -1638.05142880359
0.05 0.09 -1769.26885297655
0.01 0.1 -1674.50117470359
0.02 0.1 -1853.74375755116
0.05 0.1 -2012.64671392216
