D s LL
0.01 0 -672.01732563321
0.02 0 -675.527524329993
0.05 0 -683.466604501938
0.01 0.01 -722.395116749502
0.02 0.01 -603.141774095998
0.05 0.01 -548.086649941494
0.01 0.02 -1110.73360303172
0.02 0.02 -1088.53659954037
0.05 0.02 -1093.95651841017
0.01 0.03 -1633.78565500315
0.02 0.03 -1656.16293315919
0.05 0.03 -1737.46552245669
0.01 0.04 -2013.56628650777
0.02 0.04 -2196.71811876518
0.05 0.04 -2291.99044323988
0.01 0.05 -2531.60619446411
0.02 0.05 -2631.05634896224
0.05 0.05 -2694.30348267086
0.01 0.06 -2909.17678242487
0.02 0.06 -3096.58701934236
0.05 0.06 -2969.65725064154
0.01 0.07 -3152.93449021529
0.02 0.07 -3348.29026105478
0.05 0.07 -3207.31655132362
0.01 0.08 -3392.37246270571
0.02 0.08 -3518.40541754626
0.05 0.08 -3455.17664803888
0.01 0.09 -3567.08889679346
0.02 0.09 -3645.52644163186
0.05 0.09 -3653.60122144283
0.01 0.1 -3653.00712436779
0.02 0.1 -3747.5736566389
0.05 0.1 -3859.23063970253
