D s LL
0.01 0 -110.172628821836
0.02 0 -114.257663283883
0.05 0 -118.193272811901
0.01 0.01 -97.7727996637621
0.02 0.01 -101.062933460458
0.05 0.01 -107.995944640431
0.01 0.02 -86.3025228360996
0.02 0.02 -84.4041000965781
0.05 0.02 -87.1015724101071
0.01 0.03 -194.412414921561
0.02 0.03 -98.6112024934682
0.05 0.03 -68.8423879987394
0.01 0.04 -321.434659037981
0.02 0.04 -252.244379062547
0.05 0.04 -157.980673267982
0.01 0.05 -403.599569489482
0.02 0.05 -345.395473877674
0.05 0.05 -270.734205188888
0.01 0.06 -480.343503266022
0.02 0.06 -479.392960990377
0.05 0.06 -407.955177709412
0.01 0.07 -608.072306848065
0.02 0.07 -657.626246244784
0.05 0.07 -576.134647357099
0.01 0.08 -720.773061136295
0.02 0.08 -797.251569327339
0.05 0.08 -735.50366043681
0.01 0.09 -829.249332709393
0.02 0.09 -893.24466913876
0.05 0.09 -838.258335723686
0.01 0.1 -920.11554751579
0.02 0.1 -978.19937863258
0.05 0.1 -945.198033080528
