D s LL
0.01 0 -170.411046679722
0.02 0 -170.411046679722
0.05 0 -170.411046679722
0.01 0.01 -157.011379448653
0.02 0.01 -160.802731224571
0.05 0.01 -165.900301111853
0.01 0.02 -122.005808668383
0.02 0.02 -122.256437473029
0.05 0.02 -128.128762671155
0.01 0.03 -357.237277820823
0.02 0.03 -299.137052123429
0.05 0.03 -175.266922768621
0.01 0.04 -599.019053736885
0.02 0.04 -574.072831788099
0.05 0.04 -521.639474040481
0.01 0.05 -658.989121019125
0.02 0.05 -653.207145035937
0.05 0.05 -633.892902504458
0.01 0.06 -716.261303574595
0.02 0.06 -733.269913142226
0.05 0.06 -723.487264874228
0.01 0.07 -837.589364903467
0.02 0.07 -864.19248683686
0.05 0.07 -835.67982309888
0.01 0.08 -947.654308341794
0.02 0.08 -952.49530597182
0.05 0.08 -915.760201457662
0.01 0.09 -1005.62318946875
0.02 0.09 -1008.13534776428
0.05 0.09 -979.671278095491
0.01 0.1 -1046.6813287738
0.02 0.1 -1079.56631375372
0.05 0.1 -1057.06543501498
