D s LL
0.01 0 -183.468377154298
0.02 0 -187.078858216202
0.05 0 -188.338019533675
0.01 0.01 -136.332864374653
0.02 0.01 -147.375787357515
0.05 0.01 -160.269297089607
0.01 0.02 -232.67393510068
0.02 0.02 -96.186806126491
0.05 0.02 -103.234876137059
0.01 0.03 -881.919236053062
0.02 0.03 -719.243613075981
0.05 0.03 -558.177025231272
0.01 0.04 -982.922862524429
0.02 0.04 -961.627813515497
0.05 0.04 -906.980953002036
0.01 0.05 -1021.90280011933
0.02 0.05 -1006.12985484064
0.05 0.05 -1002.1201636023
0.01 0.06 -1094.99642847854
0.02 0.06 -1019.0675807014
0.05 0.06 -1004.50304841222
0.01 0.07 -1139.95057160606
0.02 0.07 -1074.09793020192
0.05 0.07 -1015.49904768654
0.01 0.08 -1154.45905390286
0.02 0.08 -1129.68403855548
0.05 0.08 -1062.82699717556
0.01 0.09 -1171.910397832
0.02 0.09 -1168.79920255878
0.05 0.09 -1119.08016825314
0.01 0.1 -1201.49975302979
0.02 0.1 -1209.60968866364
0.05 0.1 -1193.54137519994
