D s LL
0.01 0 -3175.2424883608
0.02 0 -3229.85705896389
0.05 0 -3327.34884243153
0.01 0.01 -7744.10860740378
0.02 0.01 -6947.54292227559
0.05 0.01 -4293.62084977714
0.01 0.02 -10614.5051467492
0.02 0.02 -10539.1149250037
0.05 0.02 -9731.9555807573
0.01 0.03 -12270.7459469965
0.02 0.03 -12798.8217742209
0.05 0.03 -13038.4419522048
0.01 0.04 -13763.7887048193
0.02 0.04 -14430.7761718837
0.05 0.04 -14893.1446325314
0.01 0.05 -14813.9452965439
0.02 0.05 -15461.0273162335
0.05 0.05 -16245.0368165445
0.01 0.06 -15663.5397347885
0.02 0.06 -16541.5279330305
0.05 0.06 -17311.7905212005
0.01 0.07 -16458.6132251611
0.02 0.07 -17491.6724523575
0.05 0.07 -18194.5519821087
0.01 0.08 -17202.5996627744
0.02 0.08 -18266.2224187505
0.05 0.08 -18749.8333219086
0.01 0.09 -17849.3676292028
0.02 0.09 -18769.0640880739
0.05 0.09 -19122.4964064925
0.01 0.1 -18363.1132578954
0.02 0.1 -19123.5980181135
0.05 0.1 -19439.0813448254
