D s LL
0.01 0 -374.657229909674
0.02 0 -374.711659635771
0.05 0 -374.711659635771
0.01 0.01 -366.43066370658
0.02 0.01 -368.140139938902
0.05 0.01 -370.598702219587
0.01 0.02 -326.572905438435
0.02 0.02 -317.877504388756
0.05 0.02 -316.560331500486
0.01 0.03 -438.546085295882
0.02 0.03 -411.383724869026
0.05 0.03 -371.875785229124
0.01 0.04 -688.900855314654
0.02 0.04 -621.187393249366
0.05 0.04 -588.913832863616
0.01 0.05 -1016.49000238869
0.02 0.05 -987.971259832575
0.05 0.05 -1023.40781820347
0.01 0.06 -1284.17250914924
0.02 0.06 -1389.05216129209
0.05 0.06 -1296.37839815244
0.01 0.07 -1566.34798129358
0.02 0.07 -1731.05062871803
0.05 0.07 -1758.88412875771
0.01 0.08 -1799.06085150928
0.02 0.08 -1990.08167859071
0.05 0.08 -2035.8738490927
0.01 0.09 -1994.87219753747
0.02 0.09 -2122.42287215924
0.05 0.09 -2175.6575751296
0.01 0.1 -2087.19109938996
0.02 0.1 -2222.8522391402
0.05 0.1 -2343.95397117082
