D s LL
0.01 0 -513.687157462442
0.02 0 -513.687157462442
0.05 0 -513.687157462442
0.01 0.01 -513.687157462442
0.02 0.01 -513.687157462442
0.05 0.01 -513.687157462442
0.01 0.02 -513.687157462442
0.02 0.02 -513.687157462442
0.05 0.02 -513.687157462442
0.01 0.03 -513.687157462442
0.02 0.03 -513.687157462442
0.05 0.03 -513.687157462442
0.01 0.04 -513.708847786503
0.02 0.04 -513.687157462442
0.05 0.04 -513.687157462442
0.01 0.05 -513.851379201435
0.02 0.05 -513.687157462442
0.05 0.05 -513.687157462442
0.01 0.06 -514.006006436707
0.02 0.06 -513.687157462442
0.05 0.06 -513.687157462442
0.01 0.07 -514.173672933381
0.02 0.07 -513.687157462442
0.05 0.07 -513.687157462442
0.01 0.08 -514.355401925663
0.02 0.08 -513.766609173055
0.05 0.08 -513.687157462442
0.01 0.09 -514.552303464124
0.02 0.09 -513.914344361707
0.05 0.09 -513.687157462442
0.01 0.1 -514.765582061767
0.02 0.1 -514.074612589243
0.05 0.1 -513.687157462442
