D s LL
0.01 0 -37.7648109216352
0.02 0 -40.8538573200177
0.05 0 -43.0036634528405
0.01 0.01 -34.2206742747704
0.02 0.01 -36.9397524617851
0.05 0.01 -40.0519608418449
0.01 0.02 -30.8053084814505
0.02 0.02 -32.3601499164028
0.05 0.02 -35.1164288138642
0.01 0.03 -34.8610795800932
0.02 0.03 -28.5989938008223
0.05 0.03 -30.1822727078096
0.01 0.04 -117.503562126664
0.02 0.04 -33.56777298228
0.05 0.04 -27.0190291243421
0.01 0.05 -187.651937491244
0.02 0.05 -97.4302958542489
0.05 0.05 -40.7214662107351
0.01 0.06 -225.435086992606
0.02 0.06 -178.739878407374
0.05 0.06 -98.931802114505
0.01 0.07 -264.764092722457
0.02 0.07 -228.019208202841
0.05 0.07 -178.920094419177
0.01 0.08 -296.742432707846
0.02 0.08 -269.969321338259
0.05 0.08 -238.052912208315
0.01 0.09 -310.173128227825
0.02 0.09 -300.864190596728
0.05 0.09 -260.090062360587
0.01 0.1 -315.944768059774
0.02 0.1 -315.652058065685
0.05 0.1 -286.053080514334
