D s LL
0.01 0 -17.3237892200953
0.02 0 -18.2005224266402
0.05 0 -18.2297520773612
0.01 0.01 -15.5703662002576
0.02 0.01 -16.6880732723998
0.05 0.01 -18.2297520773612
0.01 0.02 -13.8482916577885
0.02 0.02 -14.9503735052219
0.05 0.02 -17.1382960268458
0.01 0.03 -12.1775595187371
0.02 0.03 -13.2510911389038
0.05 0.03 -15.3961384447179
0.01 0.04 -10.591575784758
0.02 0.04 -11.6141328367755
0.05 0.04 -13.6888213287475
0.01 0.05 -9.1471075481137
0.02 0.05 -10.0791941268648
0.05 0.05 -12.0380856377081
0.01 0.06 -7.94283236413745
0.02 0.06 -8.7132346170895
0.05 0.06 -10.480025980172
0.01 0.07 -7.15551601679318
0.02 0.07 -7.63152875429063
0.05 0.07 -9.07537179135067
0.01 0.08 -7.11386059237222
0.02 0.08 -7.03774901413128
0.05 0.08 -7.92801157831327
0.01 0.09 -8.45086297271735
0.02 0.09 -7.30302036900091
0.05 0.09 -7.21929624355031
0.01 0.1 -12.3711603783693
0.02 0.1 -9.12249687701138
0.05 0.1 -7.27297406619562
