D s LL
0.01 0 -49.6412707403989
0.02 0 -50.1238077622698
0.05 0 -51.4974366246114
0.01 0.01 -48.9443806983219
0.02 0.01 -49.3974811261734
0.05 0.01 -50.4273822053545
0.01 0.02 -48.2833278577245
0.02 0.02 -48.4025712088522
0.05 0.02 -48.7710122536016
0.01 0.03 -47.6762856597192
0.02 0.03 -46.8136032706936
0.05 0.03 -46.4757650877813
0.01 0.04 -46.8790952671559
0.02 0.04 -44.9116297431379
0.05 0.04 -44.0724014771593
0.01 0.05 -45.8694153843964
0.02 0.05 -42.8782112468103
0.05 0.05 -40.9185831781802
0.01 0.06 -44.5765816348512
0.02 0.06 -41.1504337607377
0.05 0.06 -37.802620430166
0.01 0.07 -43.1858328473998
0.02 0.07 -39.8469339670108
0.05 0.07 -35.5492316439555
0.01 0.08 -42.5223935789528
0.02 0.08 -39.1571835887441
0.05 0.08 -35.1286472566543
0.01 0.09 -43.1534867905048
0.02 0.09 -40.0968274016409
0.05 0.09 -38.911524557876
0.01 0.1 -46.0425993092736
0.02 0.1 -45.3980492304991
0.05 0.1 -52.7162258421796
