D s LL
0.01 0 -306.501535518957
0.02 0 -308.999284580308
0.05 0 -309.8111885421
0.01 0.01 -261.392535972398
0.02 0.01 -261.517565040118
0.05 0.01 -273.023916415315
0.01 0.02 -193.411549174434
0.02 0.02 -187.470222216273
0.05 0.02 -197.579828726045
0.01 0.03 -563.258888591485
0.02 0.03 -432.116661440122
0.05 0.03 -242.578615661212
0.01 0.04 -1241.21355918605
0.02 0.04 -1235.80577242748
0.05 0.04 -1037.99774458574
0.01 0.05 -1552.32353340838
0.02 0.05 -1608.53751914168
0.05 0.05 -1567.60752553327
0.01 0.06 -1769.81229455033
0.02 0.06 -1787.04384089166
0.05 0.06 -1770.96280336707
0.01 0.07 -1852.29315567113
0.02 0.07 -1840.02591453465
0.05 0.07 -1827.29512711012
0.01 0.08 -1929.92872091482
0.02 0.08 -1946.8826139219
0.05 0.08 -1912.73660851964
0.01 0.09 -2027.63033885684
0.02 0.09 -2060.29209376745
0.05 0.09 -2012.57169623325
0.01 0.1 -2113.29688616636
0.02 0.1 -2140.66039925738
0.05 0.1 -2106.62037998033
