D s LL
0.01 0 -15.5470509050784
0.02 0 -17.5130482458855
0.05 0 -21.6727138164413
0.01 0.01 -14.5967706834193
0.02 0.01 -16.4895384355646
0.05 0.01 -20.6246172348682
0.01 0.02 -13.7090776342921
0.02 0.02 -15.4850643500217
0.05 0.02 -19.5778644560009
0.01 0.03 -12.9206532768541
0.02 0.03 -14.5114514806707
0.05 0.03 -18.5343918062758
0.01 0.04 -12.2880974334864
0.02 0.04 -13.5872857151822
0.05 0.04 -17.4973719751243
0.01 0.05 -11.8973363629311
0.02 0.05 -12.7414069990607
0.05 0.05 -16.4720007483804
0.01 0.06 -11.8769896625491
0.02 0.06 -12.0176954345915
0.05 0.06 -15.4667433737267
0.01 0.07 -12.4172009308
0.02 0.07 -11.4813996013224
0.05 0.07 -14.4952148965893
0.01 0.08 -13.7940760696933
0.02 0.08 -11.2273678957947
0.05 0.08 -13.5788481397514
0.01 0.09 -16.3928460919601
0.02 0.09 -11.390549415463
0.05 0.09 -12.7504410593962
0.01 0.1 -20.7023240207872
0.02 0.1 -12.1583431080926
0.05 0.1 -12.0586181996526
