D s LL
0.01 0 -391.209634116678
0.02 0 -394.423236580014
0.05 0 -395.856542950541
0.01 0.01 -287.095809601558
0.02 0.01 -298.949405794891
0.05 0.01 -317.921014740679
0.01 0.02 -870.745467766091
0.02 0.02 -793.85451475425
0.05 0.02 -754.631193452987
0.01 0.03 -1157.67229594146
0.02 0.03 -1022.8832022374
0.05 0.03 -962.51923317416
0.01 0.04 -1381.77201366953
0.02 0.04 -1303.2505767667
0.05 0.04 -1208.33177415121
0.01 0.05 -1588.72524985097
0.02 0.05 -1530.77526436744
0.05 0.05 -1434.52726001629
0.01 0.06 -1706.99101859954
0.02 0.06 -1711.20594813817
0.05 0.06 -1655.45829598786
0.01 0.07 -1838.80781210801
0.02 0.07 -1890.54356685333
0.05 0.07 -1875.74006407383
0.01 0.08 -1958.00888260428
0.02 0.08 -2054.50891530295
0.05 0.08 -2041.36970033365
0.01 0.09 -2049.95838141121
0.02 0.09 -2171.87971590091
0.05 0.09 -2176.36488900196
0.01 0.1 -2151.40231054214
0.02 0.1 -2288.60547342261
0.05 0.1 -2314.12345417285
