D s LL
0.01 0 -248.907013317316
0.02 0 -251.86682938279
0.05 0 -253.447935230978
0.01 0.01 -235.160340702136
0.02 0.01 -238.486782556528
0.05 0.01 -246.772601432312
0.01 0.02 -197.258402016851
0.02 0.02 -193.563740290424
0.05 0.02 -200.382295806549
0.01 0.03 -387.886010220847
0.02 0.03 -274.498026692615
0.05 0.03 -197.625841982698
0.01 0.04 -561.788593225697
0.02 0.04 -542.821756668287
0.05 0.04 -514.825128112117
0.01 0.05 -686.238209259066
0.02 0.05 -658.787116578516
0.05 0.05 -655.972613154849
0.01 0.06 -778.62643997142
0.02 0.06 -867.886164128462
0.05 0.06 -923.731882962302
0.01 0.07 -1039.53232353165
0.02 0.07 -1174.80989979386
0.05 0.07 -1135.01486742932
0.01 0.08 -1384.18779829987
0.02 0.08 -1477.09071209509
0.05 0.08 -1426.50057269984
0.01 0.09 -1629.12503705173
0.02 0.09 -1683.00981752467
0.05 0.09 -1653.38235130626
0.01 0.1 -1800.8035463539
0.02 0.1 -1839.69933915953
0.05 0.1 -1809.81788147376
