D s LL
0.01 0 -8.9363999566876
0.02 0 -8.9363999566876
0.05 0 -8.9363999566876
0.01 0.01 -8.9363999566876
0.02 0.01 -8.9363999566876
0.05 0.01 -8.9363999566876
0.01 0.02 -8.9363999566876
0.02 0.02 -8.9363999566876
0.05 0.02 -8.85729866630657
0.01 0.03 -8.9363999566876
0.02 0.03 -8.9363999566876
0.05 0.03 -8.64185654866176
0.01 0.04 -8.9363999566876
0.02 0.04 -8.90808123771976
0.05 0.04 -8.4301747404848
0.01 0.05 -8.9363999566876
0.02 0.05 -8.69206416548941
0.05 0.05 -8.22322900385192
0.01 0.06 -8.9363999566876
0.02 0.06 -8.47966448789517
0.05 0.06 -8.02224729908265
0.01 0.07 -8.9363999566876
0.02 0.07 -8.27181348064837
0.05 0.07 -7.82877433790428
0.01 0.08 -8.74301271112376
0.02 0.08 -8.06967957652685
0.05 0.08 -7.64475225187154
0.01 0.09 -8.53027949793061
0.02 0.09 -7.87472729976315
0.05 0.09 -7.47262113111307
0.01 0.1 -8.32198292413207
0.02 0.1 -7.68878999499117
0.05 0.1 -7.31544388753862
