D s LL
0.01 0 -6.97218690123795
0.02 0 -7.24770198309981
0.05 0 -7.4222701559985
0.01 0.01 -6.60301881616014
0.02 0.01 -6.87140844276588
0.05 0.01 -7.33908469653336
0.01 0.02 -6.25094410577243
0.02 0.02 -6.50776561104002
0.05 0.02 -6.93978717993166
0.01 0.03 -5.92502798843578
0.02 0.03 -6.16332966802969
0.05 0.03 -6.54988616549435
0.01 0.04 -5.63918036536533
0.02 0.04 -5.84806721766116
0.05 0.04 -6.17413193379806
0.01 0.05 -5.41481748578381
0.02 0.05 -5.57716313155013
0.05 0.05 -5.81969097615892
0.01 0.06 -5.28503151661121
0.02 0.06 -5.37381207940935
0.05 0.06 -5.49738720250794
0.01 0.07 -5.30110787604679
0.02 0.07 -5.27353460156712
0.05 0.07 -5.22358926532131
0.01 0.08 -5.54257181225864
0.02 0.08 -5.33082938199277
0.05 0.08 -5.02308047081309
0.01 0.09 -6.13206903333706
0.02 0.09 -5.62929775522776
0.05 0.09 -4.93341025334875
0.01 0.1 -7.25528730527907
0.02 0.1 -6.29655937789826
0.05 0.1 -5.01143446000306
