D s LL
0.01 0 -612.827235455862
0.02 0 -612.827235455862
0.05 0 -612.827235455862
0.01 0.01 -612.827235455862
0.02 0.01 -612.827235455862
0.05 0.01 -612.827235455862
0.01 0.02 -612.827235455862
0.02 0.02 -612.827235455862
0.05 0.02 -612.827235455862
0.01 0.03 -612.823704506722
0.02 0.03 -612.827235455862
0.05 0.03 -612.827235455862
0.01 0.04 -612.80089345948
0.02 0.04 -612.827235455862
0.05 0.04 -612.827235455862
0.01 0.05 -612.809452687505
0.02 0.05 -612.827235455862
0.05 0.05 -612.827235455862
0.01 0.06 -612.853103510969
0.02 0.06 -612.819826863061
0.05 0.06 -612.827235455862
0.01 0.07 -612.936049338946
0.02 0.07 -612.811481296611
0.05 0.07 -612.827235455862
0.01 0.08 -613.06304081015
0.02 0.08 -612.836357541479
0.05 0.08 -612.827235455862
0.01 0.09 -613.239449782894
0.02 0.09 -612.898425643418
0.05 0.09 -612.827235455862
0.01 0.1 -613.471353318679
0.02 0.1 -613.002171709056
0.05 0.1 -612.827235455862
