D s LL
0.01 0 -2433.62750313597
0.02 0 -2445.04591110904
0.05 0 -2451.71209965934
0.01 0.01 -1993.23132626406
0.02 0.01 -1971.16419902087
0.05 0.01 -1992.54278287554
0.01 0.02 -4339.16873727009
0.02 0.02 -4308.34896495571
0.05 0.02 -4183.46528639704
0.01 0.03 -6181.5410404027
0.02 0.03 -6009.38967908625
0.05 0.03 -5935.72711648803
0.01 0.04 -7922.1476126892
0.02 0.04 -7837.35602408536
0.05 0.04 -7857.20517601569
0.01 0.05 -9423.15735847754
0.02 0.05 -9282.2389395305
0.05 0.05 -9284.87472820959
0.01 0.06 -10633.0380845332
0.02 0.06 -10651.1549042524
0.05 0.06 -10639.3515704593
0.01 0.07 -11384.6808167901
0.02 0.07 -11497.7806194824
0.05 0.07 -11518.4655455205
0.01 0.08 -11992.2317267962
0.02 0.08 -12161.0040719294
0.05 0.08 -12338.131399709
0.01 0.09 -12463.417575169
0.02 0.09 -12738.6509343233
0.05 0.09 -12930.8082450679
0.01 0.1 -12957.1183324153
0.02 0.1 -13269.5900715973
0.05 0.1 -13384.5716236505
