D s LL
0.01 0 -13.17971080347
0.02 0 -13.3804478643273
0.05 0 -13.5307905628789
0.01 0.01 -12.8340095809697
0.02 0.01 -13.0306497093238
0.05 0.01 -13.5307905628789
0.01 0.02 -12.5002174396255
0.02 0.02 -12.6904620124
0.05 0.02 -13.1883227852105
0.01 0.03 -12.183952081937
0.02 0.03 -12.3643522641623
0.05 0.03 -12.8440791618649
0.01 0.04 -11.8934796211003
0.02 0.04 -12.0588641267543
0.05 0.04 -12.4810802542792
0.01 0.05 -11.6409765006886
0.02 0.05 -11.783590528808
0.05 0.05 -11.8026861942826
0.01 0.06 -11.4443970384961
0.02 0.06 -11.5526071272485
0.05 0.06 -11.1530048705453
0.01 0.07 -11.3302270929179
0.02 0.07 -11.3865815805238
0.05 0.07 -10.5455247772165
0.01 0.08 -11.3375051826654
0.02 0.08 -11.0164552312533
0.05 0.08 -10.0002031557544
0.01 0.09 -11.5235723081734
0.02 0.09 -10.7251109999279
0.05 0.09 -9.54665409305528
0.01 0.1 -11.9719480605657
0.02 0.1 -10.643578397592
0.05 0.1 -9.09338979844044
