D s LL
0.01 0 -1050.25948504769
0.02 0 -1070.08156262175
0.05 0 -1083.84806664988
0.01 0.01 -1504.69412540657
0.02 0.01 -849.087255495645
0.05 0.01 -783.922916340456
0.01 0.02 -3190.85051139759
0.02 0.02 -3120.72131047587
0.05 0.02 -2878.39467099278
0.01 0.03 -3506.63361130105
0.02 0.03 -3540.5490314333
0.05 0.03 -3433.60318298899
0.01 0.04 -3822.93389910328
0.02 0.04 -3743.27778627406
0.05 0.04 -3687.39368363531
0.01 0.05 -3995.62819955492
0.02 0.05 -4037.1042000588
0.05 0.05 -4044.5616951589
0.01 0.06 -4215.29559401701
0.02 0.06 -4428.45496260338
0.05 0.06 -4533.66912162651
0.01 0.07 -4470.57346794115
0.02 0.07 -4801.85265727576
0.05 0.07 -4965.40158384817
0.01 0.08 -4695.5971761021
0.02 0.08 -5040.57164432746
0.05 0.08 -5323.24114932466
0.01 0.09 -4877.0477204523
0.02 0.09 -5251.50875474546
0.05 0.09 -5577.16293175175
0.01 0.1 -5031.69657139273
0.02 0.1 -5451.96607400834
0.05 0.1 -5838.62819001115
