D s LL
0.01 0 -361.6660744666
0.02 0 -362.607821334814
0.05 0 -362.62889072878
0.01 0.01 -313.643940838755
0.02 0.01 -321.023495837674
0.05 0.01 -334.00531547111
0.01 0.02 -616.16049420978
0.02 0.02 -575.035708254507
0.05 0.02 -433.428597920807
0.01 0.03 -796.166816436404
0.02 0.03 -792.685921401877
0.05 0.03 -748.241952435234
0.01 0.04 -895.450819324813
0.02 0.04 -857.890349735265
0.05 0.04 -843.158032046672
0.01 0.05 -1054.54194506584
0.02 0.05 -1005.75237894145
0.05 0.05 -940.013970754461
0.01 0.06 -1223.25988378711
0.02 0.06 -1193.19578247676
0.05 0.06 -1083.57586002799
0.01 0.07 -1378.71368663775
0.02 0.07 -1372.34758050955
0.05 0.07 -1331.23779380719
0.01 0.08 -1502.80063788016
0.02 0.08 -1523.41509761398
0.05 0.08 -1540.35825602773
0.01 0.09 -1604.49881772872
0.02 0.09 -1749.56385219353
0.05 0.09 -1739.57521581505
0.01 0.1 -1730.39131820289
0.02 0.1 -1912.12898500254
0.05 0.1 -1941.69931869837
