D s LL
0.01 0 -1322.50974750257
0.02 0 -1322.50974750257
0.05 0 -1322.50974750257
0.01 0.01 -1322.50974750257
0.02 0.01 -1322.50974750257
0.05 0.01 -1322.50974750257
0.01 0.02 -1322.50974750257
0.02 0.02 -1322.50974750257
0.05 0.02 -1322.50974750257
0.01 0.03 -1321.59976854937
0.02 0.03 -1322.50974750257
0.05 0.03 -1322.50974750257
0.01 0.04 -1318.93166871583
0.02 0.04 -1322.50974750257
0.05 0.04 -1322.50974750257
0.01 0.05 -1316.445963436
0.02 0.05 -1321.57557637
0.05 0.05 -1322.50974750257
0.01 0.06 -1314.21011315426
0.02 0.06 -1319.37952324546
0.05 0.06 -1322.50974750257
0.01 0.07 -1311.95691786198
0.02 0.07 -1316.80700099368
0.05 0.07 -1322.49061469371
0.01 0.08 -1309.24329379351
0.02 0.08 -1313.23175171233
0.05 0.08 -1321.34084547445
0.01 0.09 -1306.13609943396
0.02 0.09 -1308.5955130182
0.05 0.09 -1319.22764101725
0.01 0.1 -1303.31742050295
0.02 0.1 -1303.90992947731
0.05 0.1 -1315.53592322512
